Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,18744,13029,21330,21369,15446,22339,15972,16861,23729,26120,32226,183573,20909,31899,21920,14599,22608,10913,10064,18926,493084,20904,21261,103245,34212,22982,76522,73792,8851,12842,64638,165703,79530,49412,24388,24238,20867,19915,43283,93949,3771,3732,25855,79762,74056,40583,60751,54970,145929,73628,3846,3608,9612,21470,22257,10393,1890,19689,4398,2391,24006,11245,7958,6157,27915,27202,7982,4740,30829,2504,11349,41651,4621,19690,124846,43560,58392,33993,128343,11267,16941
17532,16437,10352,19395,18277,12572,19648,13902,13638,20172,24005,28277,174066,19039,28275,19851,12992,17339,9310,8844,14952,480661,17622,18342,89165,26799,18884,71189,61868,7906,10598,55400,152656,77293,41359,20773,19642,17025,15681,36781,84343,3196,2745,23367,73698,66161,39022,61972,49908,142657,68448,2781,2536,8087,18201,20980,8889,1560,18133,3670,2229,21164,9356,7756,5930,23877,24386,6509,3806,22739,1940,7704,33808,3588,15926,119867,38331,54955,31639,122251,9385,14542
17563,18441,10642,19795,18669,13942,21178,14237,14353,21993,25134,30028,188860,21651,27385,21054,14043,17677,10179,9466,13188,536273,17281,20077,90983,28779,20092,74223,66377,8223,11139,61468,176515,89830,42604,22702,18816,17853,17528,39747,89791,3530,3046,25105,77247,63867,38295,60572,51982,146831,64948,2857,2688,7638,19454,20448,8655,1528,15389,4246,2056,22657,9843,7227,6082,25625,25011,6546,3795,20084,1789,7977,36229,3332,16481,130279,41772,55141,33032,120606,10343,17288
17591,15737,9628,16836,16031,12245,18298,12239,12748,18791,23167,27106,169421,19387,25216,18455,11918,17201,9128,8428,11305,473767,17355,18832,75437,24446,18166,67677,62927,7210,10078,55393,151223,80951,35902,21490,16679,16155,14655,33122,72353,2783,2552,20424,63917,55292,35636,55974,49187,132295,58031,2586,2501,7402,16143,19002,7655,1314,13912,4366,1946,20427,8839,7227,6186,22708,22050,5439,2908,16697,1592,6192,30095,3032,15526,115917,34632,50427,31688,110354,10019,14880
17622,15101,8466,16004,15246,11075,17587,11573,12272,17506,20918,24379,153219,18254,22143,16619,11842,16549,7692,7843,9696,433697,17360,17272,66719,24269,17308,62804,58485,6931,8917,49929,138420,74189,35577,19788,15166,15193,13884,32469,77184,3194,2592,20588,63620,53848,34406,54324,51347,128259,57992,2848,2419,7678,15652,18747,7322,1298,13961,4123,1961,21440,8809,7465,6031,21240,21334,5970,3237,17188,1455,6623,31602,2935,15527,107543,33708,47116,32619,102710,10884,13846
17652,14959,8440,16162,15543,11463,17391,12028,11955,18093,21603,24223,154270,19521,21081,16129,12100,14287,7935,7965,9271,431933,14249,17102,64477,22389,16603,56292,53081,6521,9765,48676,144458,71854,34842,18773,15450,15170,14194,32082,80856,2917,2377,20176,64396,46123,29630,45541,42000,114508,49578,2053,2151,6579,15264,15368,7381,1254,11782,3630,1761,20164,7744,6354,5570,21098,20393,5247,2899,14327,1324,6471,29593,2836,13852,104554,33930,43476,27750,99716,8181,13226
17683,16286,8710,16238,16282,11778,16970,12275,11827,18644,22004,24741,160907,19956,20734,16328,13173,12740,8110,8000,8897,489430,13613,17785,64242,22659,17101,57499,52333,6931,9441,50573,156531,80285,35998,18989,17258,15238,14091,34813,90231,3392,2542,21348,67225,49144,31381,49450,44215,124326,51715,2406,2150,6907,16659,16118,7188,1150,11028,3616,1678,20309,7649,6451,5595,21730,19671,5559,2942,14608,1540,6145,31349,3030,14296,107767,33719,45571,26697,103865,7282,13519
17713,14464,8207,14457,14593,10590,15095,11059,11039,16962,19576,23326,148914,19258,22925,15500,11608,12425,7622,7496,8706,440258,12401,15634,63911,21901,16163,57946,53512,6078,8628,44639,149189,75436,34040,18310,15072,13697,12696,29555,81557,2861,2426,19501,63325,50506,29664,51684,45577,126310,55104,2222,2038,6408,14518,16397,6527,1013,10428,3240,1400,17849,7420,6181,4929,20281,18720,4827,2688,14673,1322,5652,29330,2851,14988,104270,31226,45420,26422,109344,7129,12024
17744,14962,8547,15907,15754,11651,16598,11815,11541,18426,21444,25534,163215,20035,24853,16281,12444,14250,7851,7797,9305,479064,13721,17662,68678,22972,17356,66793,55089,6946,9016,50454,153001,79502,35231,19907,16076,15037,13316,31394,76965,3068,2221,20835,63466,53873,30708,54082,50290,141347,58965,2234,2359,6661,15525,16732,6674,1231,11898,3470,1521,18613,7915,6652,4670,21482,20088,4951,2773,16820,1215,6077,28741,3243,14877,110072,34048,52796,30488,113158,8784,12941
17775,18231,10476,18654,18918,14148,21809,14933,14531,22141,25612,30090,195977,23226,31691,19418,13985,16554,9377,9819,11522,574487,16051,20352,85441,26968,19454,81774,63874,8314,11591,55838,181505,92834,41337,24981,18545,17316,14882,35596,85752,3571,2728,23895,74762,64973,36434,65511,58321,164533,70246,2742,3262,8149,19133,21343,9662,1319,14526,4278,2188,21417,9873,7991,6086,25461,22110,5930,3263,18283,1319,6253,31915,3367,17702,144225,40835,59430,34635,138902,10709,15686
17805,15660,9449,16280,17533,12248,18440,12807,12160,18228,22587,25931,171685,21231,25268,16850,11799,14853,8107,8433,9849,510321,13890,18235,72882,25060,17377,67242,61271,7421,9656,50008,159657,84524,36905,21219,17251,15562,13128,32706,78028,3362,2622,21390,65395,59610,35185,57025,49845,141199,62362,2542,3115,7507,16084,18619,9214,1218,13824,3919,2150,20506,10193,7970,5553,23821,20884,5419,2744,16754,1435,5621,29047,3235,15047,129839,36044,52401,32312,124776,9832,13647
17836,16149,9090,17170,17731,12273,18680,12446,13162,19064,23348,24990,172191,21622,23311,16995,12487,14954,8290,8808,10791,511700,13866,18551,75482,24022,17895,58866,59333,7776,10322,52051,161509,82604,39088,21490,16657,16596,14170,34387,84685,3596,2442,26480,72460,52022,34123,50661,46040,129667,52687,2565,2801,7298,17490,17238,8845,1293,13556,3979,2110,24086,9184,8317,6297,22896,20217,6276,2365,19789,1517,6464,32456,3703,14018,125830,35543,44558,30914,104293,10295,13660
