Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,9.04e-5,0,8.4e-6,5.8e-6,3e-6,4.36e-5,1.32e-5,0,2.67e-5,3.6e-5,1.657e-5,6.15e-5,3.7e-6,0,1.8e-6,3e-6,8.3e-6,0,4.4e-6,0,0.00919,8e-6,1e-5,3.77e-6,2.81e-6,5.8e-6,7.3e-6,0,0,3.3e-6,1.3e-6,0.001518,5.81e-6,9.96e-6,0,6.2e-6,1.06e-5,3.1e-6,5.27e-6,1.326e-5,0,0,0,2.78e-6,7.09e-6,1.04e-5,1.94e-6,6.07e-5,5.29e-5,1.29e-6,0,0,5.2e-6,1.84e-5,2.4e-6,5.1e-6,3.7e-5,2.52e-5,1.819e-4,0,1.092e-5,0,8.87e-5,0.001795,1.185e-4,3e-5,0,0,8.5e-6,0,0,4.51e-6,1.76e-5,1.36e-5,8.14e-5,1.175e-5,3.46e-5,3.7e-5,6.4e-7,4.5e-6,5.17e-5
17532,1.643e-4,0,6.3e-6,0,1.53e-5,1.8e-5,4e-5,0,3.28e-5,8.95e-5,1.007e-5,7.16e-5,1.65e-4,4.8e-6,0,1.85e-5,5.7e-6,0,0,0,0.00748,8e-6,0,3.227e-5,2.469e-5,2.18e-5,1.8e-6,0,0,3.4e-6,6.7e-7,0.001462,5.39e-6,3.02e-6,0,0,0,6.6e-6,5.34e-6,2.356e-5,0,0,0,2.932e-5,2.964e-5,4.25e-5,9.13e-6,2.07e-5,4.56e-5,1.34e-6,0,2.06e-5,0,4.1e-6,0,1.03e-5,0,5.8e-5,1.127e-4,2.74e-4,1.484e-5,0,3.124e-4,0.0014981,1.909e-4,4.97e-5,0,0,0,0,0,3.45e-6,0,0,8.28e-5,3.67e-6,4.2e-6,1.924e-5,3.29e-6,3.61e-5,4.24e-5
17563,4.87e-5,0,0,1.7e-6,0,6.61e-5,7.62e-5,0,1.4e-5,1.561e-4,4.56e-6,5.81e-5,2e-5,2.2e-6,0,0,0,7.8e-6,0,0,0.00825,0,0,4.16e-6,2.7e-6,1.8e-6,0,1.78e-6,4.6e-6,1.29e-5,1.863e-5,0.001855,1.591e-5,5.63e-6,0,2.99e-5,0,9.3e-6,0,4.35e-6,0,0,1.36e-6,4.46e-6,1.14e-6,5.35e-5,4.69e-6,4.07e-5,3.89e-5,1.39e-5,0,0,2.06e-5,3.8e-6,4.7e-6,1.96e-5,3.4e-5,3e-6,6.67e-5,2.6e-5,2.448e-5,0,3.37e-5,8.074e-4,2.94e-5,1.5e-4,0,0,8.2e-6,0,0,1.06e-6,0,0,6.73e-5,5.03e-6,1.32e-5,1.303e-5,6.1e-7,3.37e-5,2.37e-5
17591,4.68e-5,1.18e-5,1.34e-5,2e-6,0,4.1e-6,3.03e-5,6e-6,5.9e-6,3.86e-5,3.36e-6,6.07e-5,2.38e-5,0,0,0,0,8.6e-6,0,0,0.00645,5.2e-6,0,6.63e-6,3.02e-6,0,3.65e-6,1.3e-6,0,1.43e-5,2.659e-5,0.001296,3.19e-6,2.09e-6,1.7e-6,0,0,3.5e-6,0,5.52e-6,0,0,8e-6,2.37e-6,1.901e-5,5.15e-5,8.95e-6,2.28e-5,8.33e-5,0,0,0,5.6e-6,4.4e-6,1.77e-5,1.6e-5,1.81e-4,6.6e-6,1.17e-5,0,1.327e-5,0,3.57e-5,0.002166,4.14e-5,4.637e-4,0,4.08e-5,2.3e-6,0,0,2.47e-6,0,1.05e-5,6.6e-5,1.92e-6,1.71e-5,9.92e-6,1.33e-6,1.32e-5,1.57e-5
17622,2.73e-5,4e-6,0,2.1e-6,0,4.2e-6,1.96e-5,0,3.09e-5,7.02e-5,5.21e-6,4.17e-5,2.07e-5,0,2e-6,0,0,1.36e-5,0,0,0.0051,1.06e-5,2e-6,9.17e-6,1.56e-6,8.5e-6,6.47e-6,2.69e-6,0,0,4.21e-6,9.16e-4,2.78e-6,2.14e-6,3.48e-6,0,0,0,2.29e-6,4.79e-6,1.28e-5,0,0,5.7e-7,3.61e-6,2.71e-5,9.5e-7,1.61e-5,6.44e-5,1.867e-5,0,4.29e-5,5.3e-6,4.4e-6,0,3.78e-5,0,6.6e-6,1.563e-4,0,3.166e-5,0,5.96e-5,0.0018247,3.75e-5,5.732e-4,0,0,7e-6,0,0,0,9.8e-6,0,6.87e-5,1.659e-5,3.79e-5,0,2.03e-6,0,2.72e-5
17652,9.4e-6,1.29e-5,0,8.9e-6,0,2.04e-5,2.8e-6,0,3.2e-5,1.7e-5,9.18e-6,4.01e-5,1.62e-5,0,5.59e-5,0,3.3e-6,6.57e-5,0,0,0.00482,9.2e-6,0,1.173e-5,6.79e-6,0,1.857e-5,6.69e-6,2.25e-5,0,4.64e-6,9.36e-4,1.784e-5,1.12e-6,3.8e-6,2.4e-6,0,0,8.58e-6,4.84e-6,0,0,1.7e-6,1.042e-5,1.43e-6,2.62e-5,4.76e-6,6.9e-6,6.16e-5,1.236e-5,0,0,0,1.39e-5,2.9e-6,0,0,0,0,0,1.97e-6,0,4.88e-5,0.0024508,5.92e-5,1.157e-4,0,0,1.5e-5,0,0,3.84e-6,0,7.8e-6,5.89e-5,1.148e-5,1.58e-5,3.61e-5,2.98e-6,6e-6,5.7e-6
17683,2.97e-5,4.69e-5,0,8.7e-6,0,1.57e-5,1.15e-5,6.5e-6,5.22e-5,9.9e-6,1.82e-6,1.109e-4,2.88e-5,0,1.35e-5,1.459e-4,7.4e-6,4.6e-6,0,0,0.00417,1.33e-5,0,1.368e-5,7.02e-6,0,5.48e-6,1.57e-6,0,4.2e-6,1.05e-5,7.6e-4,1.82e-5,3.35e-6,1.96e-6,0,2.6e-6,0,2.37e-6,5.89e-6,0,8.14e-5,0,2.34e-6,2.85e-6,1.72e-5,1.15e-6,3.8e-6,3.42e-5,1.922e-5,0,2.44e-5,1.76e-5,0,9e-6,5.6e-6,0,7.4e-6,1.36e-5,0,7.28e-6,4.5e-6,1.39e-5,0.0039431,2.7e-5,6.41e-5,0,0,2.4e-6,5.1e-5,0,2.44e-6,4.89e-5,1.62e-5,7.12e-5,2.07e-6,1.63e-5,2.583e-5,3.91e-6,4.56e-5,5.7e-6
17713,2.53e-5,4.2e-5,2.4e-6,2.2e-6,2.05e-5,0,1.75e-5,0,3.32e-5,1.03e-5,3.64e-6,5.21e-5,3.91e-5,0,1.31e-5,3.1e-6,2.09e-5,0,1.89e-5,8.8e-6,0.00391,2.9e-5,6.6e-6,9.01e-6,0,4.5e-6,1.259e-5,8.11e-6,0,8.4e-6,3.19e-6,7.42e-4,4.58e-6,5.63e-6,0,0,2.6e-6,3.8e-6,1.22e-6,1.18e-6,1.3e-5,0,0,5.8e-6,8.26e-6,7.83e-5,0,7.4e-6,5.13e-5,1.184e-5,3.66e-5,2.46e-5,1.75e-5,2.3e-6,2.9e-6,6.3e-5,0,1.47e-5,0,3.4e-5,1.674e-5,0,4.13e-5,0.001986,4.59e-5,6.37e-5,0,0,2.4e-6,2.5e-5,0,1.464e-5,2e-5,0,8.41e-5,2.05e-6,1.92e-5,5.361e-5,5.13e-6,0,8.3e-6
17744,3.47e-5,1.49e-5,1.24e-5,3.8e-6,8.8e-6,1.74e-5,3.11e-5,2.8e-6,1.67e-5,7.2e-6,1.706e-5,5.71e-5,3.25e-5,4.7e-6,9.3e-6,5.6e-6,2.8e-6,0,8.4e-6,3.8e-6,0.00327,5.3e-6,0,1.83e-6,7.27e-6,0,6.41e-6,5.89e-6,0,0,4.48e-6,6.69e-4,9.44e-6,3.85e-6,1.62e-6,4.2e-6,8.6e-6,6.6e-6,4.3e-6,3.9e-6,0,0,2.97e-6,4.2e-6,2.44e-6,3.1e-6,1.99e-6,1.61e-5,5.07e-5,1.068e-5,0,0,1.05e-5,8.1e-6,7.4e-6,5e-6,0,3.1e-6,1.65e-4,0,1.059e-5,0,1.2e-5,0.0017957,8e-6,3.11e-5,3.2e-5,0,1.12e-5,0,0,1.56e-5,0,0,7e-5,1.342e-5,6.6e-6,1.013e-5,5.19e-6,0,2.5e-6
17775,3.39e-5,9.7e-6,3.5e-6,6.7e-6,0,1.5e-5,1.13e-5,0,2.43e-5,2.37e-5,2.714e-5,5.42e-5,1.29e-5,0,5.42e-5,0,1.24e-5,3.5e-6,0,3.2e-6,0.00341,6.7e-6,0,3.202e-5,5.08e-6,0,8.45e-6,3.32e-6,0,0,1.113e-5,6.48e-4,5.22e-6,8.49e-6,1.39e-6,1.8e-6,5.6e-6,5.8e-6,3.7e-6,2.446e-5,0,0,5.15e-6,3.841e-5,5.24e-6,1.98e-5,2.56e-6,2.03e-5,2.78e-5,4.57e-6,0,0,9.2e-6,0,8.5e-6,8.5e-6,0,0,0,0,2.806e-5,0,2.46e-5,0.0023208,3.51e-5,2.69e-5,0,0,1.58e-5,0,0,0,3.25e-5,3e-6,1.039e-4,1.468e-5,9.5e-6,4.94e-6,6.69e-6,1.53e-5,2.8e-5
