Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,0.039,0.049,0.045,0.041,0.046,0.044,0.042,0.049,0.045,0.039,0.053,0.039,0.038,0.076,0.04,0.044,0.062,0.047,0.045,0.071,0.039,0.056,0.042,0.043,0.048,0.044,0.069,0.046,0.043,0.043,0.042,0.038,0.051,0.049,0.04,0.05,0.044,0.062,0.045,0.038,0.05,0.057,0.038,0.044,0.087,0.042,0.058,0.043,0.079,0.095,0.066,0.07,0.05,0.044,0.055,0.053,0.07,0.062,0.053,0.071,0.043,0.044,0.047,0.047,0.045,0.048,0.06,0.058,0.065,0.062,0.061,0.047,0.04,0.067,0.047,0.039,0.08,0.046,0.082,0.05,0.043
17532,0.035,0.04,0.041,0.035,0.038,0.039,0.037,0.039,0.039,0.036,0.047,0.036,0.035,0.068,0.037,0.04,0.049,0.04,0.04,0.056,0.036,0.047,0.037,0.037,0.038,0.037,0.064,0.04,0.04,0.036,0.037,0.035,0.046,0.041,0.035,0.042,0.037,0.051,0.039,0.034,0.043,0.043,0.034,0.039,0.081,0.041,0.062,0.041,0.078,0.092,0.05,0.052,0.044,0.038,0.053,0.045,0.059,0.058,0.045,0.068,0.039,0.038,0.045,0.046,0.04,0.043,0.043,0.048,0.049,0.048,0.043,0.038,0.032,0.058,0.044,0.035,0.077,0.043,0.08,0.042,0.038
17563,0.035,0.038,0.038,0.033,0.039,0.038,0.035,0.038,0.038,0.035,0.045,0.036,0.036,0.061,0.037,0.039,0.046,0.039,0.038,0.046,0.037,0.042,0.037,0.037,0.038,0.037,0.062,0.039,0.038,0.035,0.038,0.036,0.044,0.04,0.036,0.037,0.035,0.054,0.038,0.035,0.042,0.044,0.034,0.038,0.073,0.038,0.056,0.04,0.072,0.082,0.047,0.049,0.039,0.037,0.048,0.042,0.052,0.047,0.047,0.054,0.039,0.037,0.04,0.043,0.039,0.04,0.038,0.044,0.041,0.041,0.042,0.038,0.028,0.054,0.045,0.035,0.073,0.043,0.073,0.043,0.041
17591,0.035,0.037,0.037,0.033,0.038,0.037,0.033,0.038,0.037,0.035,0.045,0.036,0.035,0.06,0.035,0.038,0.048,0.039,0.038,0.043,0.037,0.045,0.037,0.035,0.036,0.037,0.061,0.04,0.036,0.036,0.036,0.035,0.043,0.037,0.036,0.036,0.035,0.052,0.037,0.033,0.038,0.041,0.032,0.037,0.07,0.039,0.055,0.041,0.072,0.079,0.044,0.052,0.041,0.036,0.048,0.041,0.047,0.046,0.051,0.054,0.038,0.037,0.043,0.047,0.039,0.039,0.036,0.039,0.038,0.041,0.038,0.037,0.029,0.054,0.043,0.033,0.072,0.044,0.073,0.044,0.038
17622,0.034,0.034,0.036,0.032,0.034,0.037,0.032,0.038,0.036,0.033,0.042,0.033,0.034,0.055,0.034,0.037,0.048,0.034,0.036,0.041,0.034,0.046,0.034,0.033,0.037,0.036,0.058,0.039,0.036,0.035,0.035,0.033,0.041,0.038,0.034,0.035,0.035,0.048,0.037,0.033,0.04,0.042,0.032,0.036,0.064,0.037,0.052,0.041,0.068,0.077,0.046,0.052,0.041,0.035,0.045,0.039,0.048,0.046,0.049,0.054,0.039,0.036,0.044,0.045,0.037,0.038,0.039,0.041,0.04,0.038,0.039,0.037,0.028,0.055,0.042,0.032,0.066,0.045,0.069,0.048,0.037
17652,0.035,0.036,0.039,0.034,0.038,0.039,0.034,0.04,0.038,0.036,0.044,0.035,0.035,0.058,0.036,0.039,0.048,0.037,0.037,0.043,0.037,0.044,0.036,0.036,0.038,0.037,0.058,0.039,0.036,0.04,0.037,0.036,0.042,0.039,0.035,0.038,0.037,0.053,0.039,0.035,0.039,0.04,0.034,0.039,0.066,0.037,0.054,0.041,0.072,0.076,0.038,0.052,0.042,0.035,0.045,0.041,0.048,0.044,0.048,0.057,0.039,0.035,0.044,0.045,0.039,0.038,0.036,0.04,0.035,0.039,0.04,0.037,0.029,0.054,0.045,0.035,0.068,0.047,0.074,0.049,0.037
17683,0.037,0.037,0.038,0.035,0.038,0.038,0.035,0.038,0.038,0.036,0.045,0.037,0.035,0.061,0.036,0.041,0.047,0.037,0.038,0.042,0.04,0.045,0.039,0.036,0.039,0.038,0.063,0.041,0.04,0.039,0.04,0.038,0.045,0.04,0.037,0.043,0.04,0.052,0.041,0.035,0.043,0.041,0.035,0.039,0.07,0.038,0.056,0.042,0.077,0.082,0.042,0.052,0.04,0.037,0.048,0.04,0.043,0.04,0.049,0.057,0.036,0.034,0.045,0.046,0.039,0.039,0.036,0.039,0.035,0.039,0.038,0.038,0.029,0.058,0.047,0.034,0.074,0.049,0.081,0.047,0.038
17713,0.033,0.034,0.035,0.032,0.036,0.033,0.032,0.037,0.035,0.033,0.042,0.034,0.032,0.064,0.034,0.036,0.043,0.034,0.035,0.038,0.037,0.04,0.034,0.033,0.037,0.036,0.06,0.039,0.035,0.036,0.035,0.036,0.043,0.038,0.035,0.037,0.035,0.048,0.036,0.032,0.037,0.042,0.033,0.036,0.069,0.036,0.058,0.042,0.077,0.081,0.04,0.05,0.037,0.033,0.047,0.037,0.039,0.038,0.044,0.047,0.033,0.034,0.042,0.041,0.035,0.036,0.032,0.037,0.036,0.033,0.035,0.035,0.028,0.058,0.045,0.032,0.072,0.047,0.08,0.044,0.033
17744,0.03,0.031,0.033,0.03,0.034,0.032,0.03,0.032,0.034,0.031,0.039,0.033,0.032,0.058,0.03,0.035,0.04,0.032,0.032,0.035,0.034,0.036,0.033,0.031,0.033,0.034,0.061,0.036,0.034,0.031,0.032,0.032,0.039,0.033,0.032,0.034,0.032,0.044,0.033,0.03,0.037,0.036,0.03,0.033,0.065,0.032,0.053,0.04,0.075,0.078,0.038,0.049,0.035,0.031,0.041,0.033,0.044,0.037,0.04,0.044,0.032,0.031,0.039,0.035,0.034,0.034,0.031,0.036,0.037,0.03,0.035,0.032,0.029,0.052,0.041,0.03,0.07,0.044,0.073,0.04,0.032
17775,0.032,0.034,0.033,0.031,0.035,0.036,0.033,0.035,0.036,0.032,0.04,0.034,0.033,0.064,0.031,0.035,0.041,0.033,0.036,0.037,0.036,0.036,0.033,0.032,0.034,0.033,0.062,0.035,0.035,0.035,0.031,0.033,0.04,0.035,0.034,0.034,0.032,0.043,0.033,0.03,0.037,0.038,0.03,0.033,0.068,0.032,0.056,0.04,0.075,0.08,0.038,0.058,0.037,0.034,0.045,0.041,0.04,0.039,0.043,0.052,0.033,0.033,0.039,0.039,0.035,0.033,0.032,0.037,0.036,0.029,0.032,0.032,0.027,0.054,0.043,0.031,0.07,0.042,0.077,0.041,0.033
