"Term","Estimate"
"intercept",17.2092283875335
"lag4_log_Investment_billion_currency_units_KGZ",0.473485930124898
"lag2_Investment_as_percent_of_GDP_RUS",-0.0192092284704627
"lag1_log_GDP_billion_currency_units_KGZ",-0.420746320684447
"log_vakansii",-1.05631279380428
"lag4_Investment_as_percent_of_GDP_RUS",-0.0285693278500033
"lag2_Consumption_as_percent_of_GDP_RUS",0.022293130351189
