"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
11.0595774874168,10.8872488158422,11.2319061589915,10.7960235276146,11.3231314472191
11.3952506779143,11.2229220063396,11.567579349489,11.1316967181121,11.6588046377165
11.3290709184895,11.1567422469148,11.5013995900642,11.0655169586873,11.5926248782917
11.2743338336874,11.1020051621127,11.4466625052621,11.0107798738852,11.5378877934897
11.1847490244511,11.0124203528764,11.3570776960257,10.9211950646488,11.4483029842533
11.3741390195952,11.2018103480205,11.5464676911698,11.1105850597929,11.6376929793974
11.403125409957,11.2307967383823,11.5754540815317,11.1395714501548,11.6666793697593
11.2861372625804,11.1138085910057,11.4584659341551,11.0225833027781,11.5496912223826
11.3068858505606,11.1345571789859,11.4792145221353,11.0433318907584,11.5704398103628
11.2577731420084,11.0854444704337,11.4301018135831,10.9942191822062,11.5213271018106
11.2656046397888,11.0932759682141,11.4379333113635,11.0020506799866,11.529158599591
11.0746239308351,10.9022952592605,11.2469526024098,10.8110699710329,11.3381778906374
11.0223898886992,10.8500612171245,11.1947185602739,10.758835928897,11.2859438485014
11.0859862323037,10.913657560729,11.2583149038784,10.8224322725015,11.3495401921059
11.2133694350171,11.0410407634424,11.3856981065918,10.9498154752149,11.4769233948193
10.8636282783256,10.691299606751,11.0359569499003,10.6000743185234,11.1271822381279
11.0515475844088,10.8792189128341,11.2238762559835,10.7879936246066,11.3151015442111
11.137637700611,10.9653090290363,11.3099663721856,10.8740837408087,11.4011916604132
11.1405667191976,10.9682380476229,11.3128953907723,10.8770127593954,11.4041206789998
11.0780083730281,10.9056797014534,11.2503370446028,10.8144544132259,11.3415623328303
11.6831292018929,11.5108005303182,11.8554578734676,11.4195752420907,11.9466831616951
12.1440753984185,11.9717467268438,12.3164040699932,11.8805214386163,12.4076293582207
11.4834674885479,11.3111388169732,11.6557961601226,11.2199135287456,11.7470214483501
11.3436603213176,11.171331649743,11.5159889928923,11.0801063615154,11.6072142811199
11.3287735482057,11.156444876631,11.5011022197804,11.0652195884035,11.5923275080079
11.2554120436408,11.0830833720661,11.4277407152154,10.9918580838385,11.518966003443
11.2837041227183,11.1113754511436,11.456032794293,11.0201501629161,11.5472580825206
11.0243280904256,10.8519994188509,11.1966567620003,10.7607741306234,11.2878820502279
11.0388123628719,10.8664836912972,11.2111410344466,10.7752584030697,11.3023663226741
11.0564960101829,10.8841673386082,11.2288246817576,10.7929420503807,11.3200499699851
11.2225784331493,11.0502497615746,11.394907104724,10.9590244733471,11.4861323929515
10.8556425455425,10.6833138739678,11.0279712171172,10.5920885857403,11.1191965053447
