Year,Region,Fitted Values,Lower Bound,Upper Bound
2024,Belgorod Oblast,412.80612,-1664.2449,2489.8572
2019,Bryansk Oblast,79.575195,-1997.4761,2156.6262
2020,Bryansk Oblast,79.575195,-1997.4761,2156.6262
2021,Bryansk Oblast,103.671265,-1973.3799,2180.7222
2022,Bryansk Oblast,92.44055,-1984.6106,2169.4917
2023,Bryansk Oblast,85.52179,-1991.529,2162.573
2024,Bryansk Oblast,142.41962,-1934.6313,2219.4707
2019,Chechen Republic,479.05322,-1597.9978,2556.1042
2020,Chechen Republic,227.3045,-1849.7463,2304.3557
2021,Chechen Republic,91.05182,-1985.9993,2168.1028
2022,Chechen Republic,76.914246,-2000.1367,2153.9653
2023,Chechen Republic,-28.892818,-2105.9438,2048.1582
2024,Chechen Republic,-0.055233803,-2077.1064,2076.9958
2019,Chelyabinsk Oblast,915.314,-1161.737,2992.365
2020,Chelyabinsk Oblast,865.08295,-1211.968,2942.134
2021,Chelyabinsk Oblast,1143.0718,-933.97925,3220.1228
2022,Chelyabinsk Oblast,1024.5303,-1052.5208,3101.5813
2023,Chelyabinsk Oblast,818.46387,-1258.5872,2895.515
2024,Chelyabinsk Oblast,686.011,-1391.04,2763.062
2019,Chuvash Republic,682.1804,-1394.8706,2759.2314
2020,Chuvash Republic,495.6506,-1581.4004,2572.7017
2021,Chuvash Republic,149.37256,-1927.6785,2226.4236
2022,Chuvash Republic,108.92218,-1968.1289,2185.9734
2023,Chuvash Republic,111.11163,-1965.9395,2188.1626
2024,Chuvash Republic,181.36774,-1895.6831,2258.419
2019,Irkutsk Oblast,1475.6162,-601.4348,3552.6672
2020,Irkutsk Oblast,2287.377,210.3258,4364.4277
2021,Irkutsk Oblast,1992.1056,-84.945435,4069.1567
2022,Irkutsk Oblast,1716.3933,-360.6577,3793.4443
2023,Irkutsk Oblast,1534.6707,-542.3805,3611.7217
2024,Irkutsk Oblast,675.1361,-1401.915,2752.1873
2019,Ivanovo Oblast,518.29816,-1558.7529,2595.3494
2020,Ivanovo Oblast,444.07135,-1632.9797,2521.1226
2021,Ivanovo Oblast,355.87576,-1721.1753,2432.9268
2022,Ivanovo Oblast,527.90045,-1549.1504,2604.9517
2023,Ivanovo Oblast,284.50897,-1792.542,2361.56
2024,Ivanovo Oblast,81.07135,-1995.9797,2158.1226
2019,Jewish Autonomous Oblast,806.24817,-1270.8027,2883.2993
2020,Jewish Autonomous Oblast,171.49152,-1905.5596,2248.5425
2021,Jewish Autonomous Oblast,53.32355,-2023.7273,2130.3748
2022,Jewish Autonomous Oblast,-3.757138,-2080.808,2073.294
2023,Jewish Autonomous Oblast,-38.75897,-2115.8098,2038.292
2024,Jewish Autonomous Oblast,-26.764523,-2103.8157,2050.2866
2019,Kaliningrad Oblast,836.49805,-1240.553,2913.549
2020,Kaliningrad Oblast,553.3626,-1523.6885,2630.4138
2021,Kaliningrad Oblast,765.2925,-1311.7585,2842.3435
2022,Kaliningrad Oblast,920.04663,-1157.0044,2997.0977
2023,Kaliningrad Oblast,688.4309,-1388.6201,2765.482
2024,Kaliningrad Oblast,634.3606,-1442.6904,2711.4116
2019,Kaluga Oblast,2471.2795,394.22858,4548.3306
2020,Kaluga Oblast,1549.291,-527.76,3626.342
2021,Kaluga Oblast,875.74475,-1201.3064,2952.7957
2022,Kaluga Oblast,2091.1875,14.136416,4168.2383
2023,Kaluga Oblast,1689.4175,-387.63354,3766.4685
2024,Kaluga Oblast,1366.6154,-710.43567,3443.6665
2019,Kamchatka Krai,2074.7744,-2.2766082,4151.8257
2020,Kamchatka Krai,1364.7546,-712.2964,3441.806
2021,Kamchatka Krai,2359.6794,282.62827,4436.7305
2022,Kamchatka Krai,1622.8632,-454.18787,3699.914
2023,Kamchatka Krai,1831.2623,-245.7887,3908.3132
2024,Kamchatka Krai,1416.4221,-660.629,3493.473
2019,Karachay-Cherkess Republic,-20.545834,-2097.597,2056.5051
2020,Karachay-Cherkess Republic,251.26501,-1825.7859,2328.3162
2021,Karachay-Cherkess Republic,276.53738,-1800.5137,2353.5884
2022,Karachay-Cherkess Republic,49.0694,-2027.9817,2126.1204
2023,Karachay-Cherkess Republic,49.682865,-2027.3682,2126.734
2024,Karachay-Cherkess Republic,-157.38336,-2234.4343,1919.6677
2019,Kemerovo Oblast,544.4294,-1532.6216,2621.4805
2020,Kemerovo Oblast,625.4837,-1451.5674,2702.535
2021,Kemerovo Oblast,711.46875,-1365.5823,2788.5198
2022,Kemerovo Oblast,580.6123,-1496.4387,2657.6633
2023,Kemerovo Oblast,527.9392,-1549.1118,2604.9902
2024,Kemerovo Oblast,605.49646,-1471.5547,2682.5476
2019,Khabarovsk Krai,3286.295,1209.244,5363.346
2020,Khabarovsk Krai,2729.1453,652.0942,4806.1963
2021,Khabarovsk Krai,2123.8757,46.82465,4200.927
2022,Khabarovsk Krai,2143.4763,66.42517,4220.5273
2023,Khabarovsk Krai,2066.9573,-10.093686,4144.0083
2024,Khabarovsk Krai,1875.5808,-201.47015,3952.6318
2019,Khanty-Mansi Autonomous Okrug — Yugra,2866.7356,789.6846,4943.7866
2020,Khanty-Mansi Autonomous Okrug — Yugra,2000.5719,-76.479126,4077.6228
2021,Khanty-Mansi Autonomous Okrug — Yugra,1790.413,-286.63806,3867.464
2022,Khanty-Mansi Autonomous Okrug — Yugra,1623.2113,-453.83972,3700.2625
2023,Khanty-Mansi Autonomous Okrug — Yugra,1386.5078,-690.54333,3463.5588
2024,Khanty-Mansi Autonomous Okrug — Yugra,1047.8494,-1029.2017,3124.9004
2019,Kirov Oblast,531.4594,-1545.5916,2608.5105
2020,Kirov Oblast,458.79794,-1618.2532,2535.8489
2021,Kirov Oblast,102.72577,-1974.3252,2179.7769
2022,Kirov Oblast,94.93378,-1982.1172,2171.9849
2023,Kirov Oblast,159.9613,-1917.0898,2237.0122
2024,Kirov Oblast,157.26074,-1919.7903,2234.312
2019,Komi Republic,581.4331,-1495.6179,2658.4841
2020,Komi Republic,495.41895,-1581.6321,2572.47
2021,Komi Republic,209.88025,-1867.1709,2286.9314
2022,Komi Republic,89.27893,-1987.7722,2166.3298
2023,Komi Republic,139.63043,-1937.4207,2216.6816
2024,Komi Republic,63.177128,-2013.874,2140.228
2019,Kostroma Oblast,152.3288,-1924.7222,2229.38
2020,Kostroma Oblast,182.85901,-1894.1921,2259.9102
2021,Kostroma Oblast,100.797,-1976.2542,2177.848
2022,Kostroma Oblast,94.41193,-1982.6392,2171.463
2023,Kostroma Oblast,76.70087,-2000.3503,2153.752
2024,Kostroma Oblast,25.916264,-2051.1348,2102.9673
2019,Krasnodar Krai,941.3169,-1135.7343,3018.368
2020,Krasnodar Krai,602.7003,-1474.3506,2679.7515
2021,Krasnodar Krai,683.32135,-1393.7297,2760.3726
2022,Krasnodar Krai,735.24536,-1341.8057,2812.2964
2023,Krasnodar Krai,796.0893,-1280.9617,2873.1404
2024,Krasnodar Krai,708.64526,-1368.4058,2785.6963
2019,Krasnoyarsk Krai,3631.1023,1554.0514,5708.154
2020,Krasnoyarsk Krai,3685.5964,1608.5455,5762.648
2021,Krasnoyarsk Krai,4667.9297,2590.8787,6744.981
2022,Krasnoyarsk Krai,4054.7754,1977.7242,6131.826
2023,Krasnoyarsk Krai,4109.0933,2032.042,6186.1445
2024,Krasnoyarsk Krai,3310.9756,1233.9246,5388.027
2019,Kurgan Oblast,122.339294,-1954.7119,2199.3904
2020,Kurgan Oblast,62.363773,-2014.6873,2139.415
2021,Kurgan Oblast,127.68652,-1949.3645,2204.7378
2022,Kurgan Oblast,81.680725,-1995.3704,2158.732
2023,Kurgan Oblast,88.039856,-1989.0112,2165.091
2024,Kurgan Oblast,109.44629,-1967.6047,2186.4973
2019,Kursk Oblast,93.82086,-1983.2302,2170.872
2020,Kursk Oblast,85.52179,-1991.529,2162.573
2021,Kursk Oblast,187.89386,-1889.1572,2264.9448
2022,Kursk Oblast,103.23285,-1973.8184,2180.284
2023,Kursk Oblast,121.779175,-1955.272,2198.83
2024,Kursk Oblast,153.21692,-1923.8342,2230.2678
2019,Leningrad Oblast,1694.9233,-382.1277,3771.9744
2020,Leningrad Oblast,1368.4512,-708.59973,3445.5022
2021,Leningrad Oblast,749.3318,-1327.7192,2826.383
2022,Leningrad Oblast,1078.5757,-998.47534,3155.6267
2023,Leningrad Oblast,529.80676,-1547.2444,2606.858
2024,Leningrad Oblast,454.8248,-1622.2263,2531.8757
2019,Lipetsk Oblast,110.89166,-1966.1592,2187.9429
2020,Lipetsk Oblast,93.90173,-1983.1494,2170.9526
2021,Lipetsk Oblast,342.34152,-1734.7095,2419.3926
2022,Lipetsk Oblast,384.89307,-1692.158,2461.944
2023,Lipetsk Oblast,366.62204,-1710.429,2443.673
2024,Lipetsk Oblast,547.5738,-1529.4773,2624.625
2019,Magadan District,437.73874,-1639.3123,2514.7898
2020,Magadan District,173.59912,-1903.4519,2250.6501
2021,Magadan District,184.91821,-1892.1328,2261.9692
2022,Magadan District,50.38373,-2026.6672,2127.4348
2023,Magadan District,62.712162,-2014.3391,2139.7632
2024,Magadan District,257.22205,-1819.8291,2334.273
2019,Mari El Republic,112.585266,-1964.4658,2189.6362
2020,Mari El Republic,150.63977,-1926.4111,2227.691
2021,Mari El Republic,147.68451,-1929.3665,2224.7356
2022,Mari El Republic,106.04791,-1971.0032,2183.0989
2023,Mari El Republic,76.70087,-2000.3503,2153.752
2024,Mari El Republic,159.18878,-1917.862,2236.2397
2019,Moscow,2417.449,340.398,4494.5
2020,Moscow,2492.298,415.24707,4569.3496
2021,Moscow,1917.0225,-160.02856,3994.0735
2022,Moscow,2355.0415,277.9905,4432.0923
2023,Moscow,1863.5856,-213.4654,3940.6365
2024,Moscow,2433.4001,356.34906,4510.451
2019,Moscow Oblast,4553.547,2476.4958,6630.598
2020,Moscow Oblast,4462.981,2385.93,6540.0327
2021,Moscow Oblast,4903.991,2826.9402,6981.0425
2022,Moscow Oblast,4315.29,2238.2388,6392.341
2023,Moscow Oblast,4208.306,2131.2551,6285.358
2024,Moscow Oblast,3611.027,1533.9762,5688.0786
2019,Murmansk Oblast,199.7522,-1877.2988,2276.8032
2020,Murmansk Oblast,221.8443,-1855.2068,2298.8955
2021,Murmansk Oblast,254.28198,-1822.769,2331.333
2022,Murmansk Oblast,280.541,-1796.51,2357.592
2023,Murmansk Oblast,257.19495,-1819.8562,2334.2458
2024,Murmansk Oblast,137.70587,-1939.3452,2214.7568
2019,Nizhny Novgorod Oblast',702.05505,-1374.9958,2779.1062
2020,Nizhny Novgorod Oblast',507.71954,-1569.3315,2584.7705
2021,Nizhny Novgorod Oblast',495.43893,-1581.612,2572.49
2022,Nizhny Novgorod Oblast',518.58514,-1558.4658,2595.6362
2023,Nizhny Novgorod Oblast',425.02362,-1652.0273,2502.0747
2024,Nizhny Novgorod Oblast',413.11755,-1663.9336,2490.1687
2019,Novgorod Oblast,271.42334,-1805.6277,2348.4744
2020,Novgorod Oblast,180.27399,-1896.7771,2257.325
2021,Novgorod Oblast,188.1258,-1888.9253,2265.1768
2022,Novgorod Oblast,174.2215,-1902.8296,2251.2725
2023,Novgorod Oblast,84.99994,-1992.051,2162.051
2024,Novgorod Oblast,163.26398,-1913.7869,2240.3152
2019,Novosibirsk Oblast,2895.8923,818.84125,4972.9434
2020,Novosibirsk Oblast,2663.1228,586.0717,4740.174
2021,Novosibirsk Oblast,1962.2041,-114.846924,4039.255
2022,Novosibirsk Oblast,2170.592,93.541016,4247.643
2023,Novosibirsk Oblast,1832.2661,-244.78491,3909.317
2024,Novosibirsk Oblast,1680.2163,-396.83472,3757.267
2019,Omsk Oblast,1459.8276,-617.2235,3536.8787
2020,Omsk Oblast,877.1167,-1199.9343,2954.1677
2021,Omsk Oblast,446.6893,-1630.3618,2523.7405
2022,Omsk Oblast,381.97702,-1695.074,2459.028
2023,Omsk Oblast,344.74872,-1732.3022,2421.7998
2024,Omsk Oblast,338.63794,-1738.4131,2415.689
2019,Orenburg Oblast,304.81607,-1772.2351,2381.8672
2020,Orenburg Oblast,455.60995,-1621.4412,2532.661
2021,Orenburg Oblast,341.46548,-1735.5854,2418.5166
2022,Orenburg Oblast,296.8887,-1780.1624,2373.9397
2023,Orenburg Oblast,415.50848,-1661.5427,2492.5596
2024,Orenburg Oblast,378.4765,-1698.5745,2455.5276
2019,Oryol Oblast,76.468445,-2000.5825,2153.5195
2020,Oryol Oblast,115.65521,-1961.3958,2192.7063
2021,Oryol Oblast,105.01318,-1972.0378,2182.0645
2022,Oryol Oblast,129.2019,-1947.8491,2206.2532
2023,Oryol Oblast,123.43744,-1953.6135,2200.4885
2024,Oryol Oblast,76.89514,-2000.1558,2153.9463
2019,Penza Oblast,123.17566,-1953.8752,2200.2268
2020,Penza Oblast,111.78247,-1965.2683,2188.8335
2021,Penza Oblast,157.0169,-1920.0342,2234.068
2022,Penza Oblast,143.83063,-1933.2205,2220.8816
2023,Penza Oblast,262.83636,-1814.2146,2339.8875
2024,Penza Oblast,265.09137,-1811.9597,2342.1426
2019,Perm Krai,430.12787,-1646.9231,2507.179
2020,Perm Krai,503.41675,-1573.6343,2580.4678
2021,Perm Krai,451.91013,-1625.1409,2528.9612
2022,Perm Krai,355.70218,-1721.3489,2432.7532
2023,Perm Krai,342.95007,-1734.1011,2420.0012
2024,Perm Krai,454.8392,-1622.2117,2531.8904
2019,Primorsky Krai,2141.9624,64.91138,4219.0137
2020,Primorsky Krai,2296.5889,219.53772,4373.6396
2021,Primorsky Krai,1976.2217,-100.829346,4053.2727
2022,Primorsky Krai,1899.1338,-177.91724,3976.1848
2023,Primorsky Krai,832.4385,-1244.6124,2909.4895
2024,Primorsky Krai,1279.5822,-797.4689,3356.633
2019,Pskov Oblast,115.54755,-1961.5034,2192.5986
2020,Pskov Oblast,176.8562,-1900.1951,2253.9072
2021,Pskov Oblast,76.70087,-2000.3503,2153.752
2022,Pskov Oblast,71.04602,-2006.0051,2148.0972
2023,Pskov Oblast,62.363773,-2014.6873,2139.415
2024,Pskov Oblast,89.49072,-1987.5603,2166.5417
2019,Republic of Adygea,366.4524,-1710.5986,2443.5034
2020,Republic of Adygea,862.79364,-1214.2573,2939.8447
2021,Republic of Adygea,253.64276,-1823.4082,2330.6938
2022,Republic of Adygea,120.33319,-1956.7178,2197.3843
2023,Republic of Adygea,115.23474,-1961.8162,2192.286
2024,Republic of Adygea,83.83685,-1993.2141,2160.888
2019,Republic of Bashkortostan,702.05853,-1374.9924,2779.1096
2020,Republic of Bashkortostan,579.1098,-1497.9414,2656.161
2021,Republic of Bashkortostan,306.6402,-1770.4109,2383.6912
2022,Republic of Bashkortostan,511.0875,-1565.9636,2588.1387
2023,Republic of Bashkortostan,337.53528,-1739.5159,2414.5864
2024,Republic of Bashkortostan,436.49426,-1640.5566,2513.5454
2019,Republic of Buryatia,155.08386,-1921.9673,2232.1348
2020,Republic of Buryatia,119.26166,-1957.7893,2196.3127
2021,Republic of Buryatia,170.10907,-1906.9419,2247.1602
2022,Republic of Buryatia,274.4034,-1802.6477,2351.4546
2023,Republic of Buryatia,294.6896,-1782.3613,2371.7407
2024,Republic of Buryatia,713.22546,-1363.8254,2790.2766
2019,Republic of Dagestan,22.38599,-2054.6653,2099.437
2020,Republic of Dagestan,53.931217,-2023.1196,2130.9824
2021,Republic of Dagestan,107.00702,-1970.044,2184.058
2022,Republic of Dagestan,195.12476,-1881.9263,2272.1758
2023,Republic of Dagestan,175.23492,-1901.8159,2252.2861
2024,Republic of Dagestan,760.5221,-1316.529,2837.573
2019,Republic of Ingushetia,-21.556515,-2098.6074,2055.4946
2020,Republic of Ingushetia,-87.86932,-2164.9204,1989.1816
2021,Republic of Ingushetia,158.7055,-1918.3455,2235.7566
2022,Republic of Ingushetia,155.7171,-1921.334,2232.768
2023,Republic of Ingushetia,-33.390743,-2110.442,2043.6603
2024,Republic of Ingushetia,219.62799,-1857.4231,2296.679
2019,Republic of Kalmykia,-26.173824,-2103.2246,2050.8772
2020,Republic of Kalmykia,7.3461943,-2069.7048,2084.3972
2021,Republic of Kalmykia,-29.230038,-2106.281,2047.8209
2022,Republic of Kalmykia,10.188357,-2066.8628,2087.2395
2023,Republic of Kalmykia,5.4334745,-2071.6174,2082.4846
2024,Republic of Kalmykia,-9.449521,-2086.5007,2067.6016
2019,Republic of Karelia,487.3365,-1589.7146,2564.3877
2020,Republic of Karelia,474.83536,-1602.2156,2551.8865
2021,Republic of Karelia,86.112854,-1990.9382,2163.1638
2022,Republic of Karelia,87.65021,-1989.4006,2164.7014
2023,Republic of Karelia,147.9632,-1929.0879,2225.0142
2024,Republic of Karelia,56.0788,-2020.9722,2133.13
2019,Republic of Khakassia,536.63135,-1540.4197,2613.6824
2020,Republic of Khakassia,464.068,-1612.9829,2541.1191
2021,Republic of Khakassia,250.97028,-1826.0806,2328.0215
2022,Republic of Khakassia,302.83188,-1774.2192,2379.883
2023,Republic of Khakassia,253.56494,-1823.4861,2330.616
2024,Republic of Khakassia,831.51556,-1245.5355,2908.5667
2019,Republic of Mordovia,70.75433,-2006.2969,2147.8054
2020,Republic of Mordovia,187.98431,-1889.0669,2265.0354
2021,Republic of Mordovia,100.3421,-1976.709,2177.3933
2022,Republic of Mordovia,232.62634,-1844.4248,2309.6775
2023,Republic of Mordovia,62.363773,-2014.6873,2139.415
2024,Republic of Mordovia,128.79645,-1948.2544,2205.8477
2019,Republic of North Ossetia — Alania,-73.81708,-2150.8682,2003.2339
2020,Republic of North Ossetia — Alania,-1.5792207,-2078.6301,2075.472
2021,Republic of North Ossetia — Alania,45.83472,-2031.2163,2122.8857
2022,Republic of North Ossetia — Alania,53.82935,-2023.2219,2130.8804
2023,Republic of North Ossetia — Alania,33.840214,-2043.2107,2110.8914
2024,Republic of North Ossetia — Alania,37.70075,-2039.3503,2114.752
2019,Republic of Tatarstan,515.1403,-1561.9106,2592.1914
2020,Republic of Tatarstan,490.52872,-1586.5222,2567.5798
2021,Republic of Tatarstan,704.76465,-1372.2864,2781.8157
2022,Republic of Tatarstan,541.3782,-1535.6729,2618.4292
2023,Republic of Tatarstan,772.7525,-1304.2986,2849.8035
2024,Republic of Tatarstan,805.819,-1271.2322,2882.8699
2019,Rostov Oblast,602.3949,-1474.656,2679.446
2020,Rostov Oblast,651.34186,-1425.709,2728.393
2021,Rostov Oblast,382.31186,-1694.7393,2459.363
2022,Rostov Oblast,481.83212,-1595.219,2558.8833
2023,Rostov Oblast,482.6191,-1594.4319,2559.6702
2024,Rostov Oblast,413.11755,-1663.9336,2490.1687
2019,Ryazan Oblast,760.9751,-1316.0759,2838.0261
2020,Ryazan Oblast,609.1043,-1467.9468,2686.1553
2021,Ryazan Oblast,290.77002,-1786.281,2367.8213
2022,Ryazan Oblast,317.77356,-1759.2773,2394.8247
2023,Ryazan Oblast,313.54135,-1763.5098,2390.5923
2024,Ryazan Oblast,763.3242,-1313.7268,2840.3752
2019,Saint Petersburg,2637.0752,560.0241,4714.1265
2020,Saint Petersburg,2188.5684,111.51721,4265.6196
2021,Saint Petersburg,2250.0408,172.98969,4327.092
2022,Saint Petersburg,2722.9556,645.9044,4800.0063
2023,Saint Petersburg,1093.4032,-983.6478,3170.454
2024,Saint Petersburg,1073.755,-1003.296,3150.806
2019,Sakha (Yakutia) Republic,6193.025,4115.9736,8270.076
2020,Sakha (Yakutia) Republic,5480.6953,3403.6438,7557.746
2021,Sakha (Yakutia) Republic,7792.785,5715.7344,9869.836
2022,Sakha (Yakutia) Republic,8472.75,6395.699,10549.802
2023,Sakha (Yakutia) Republic,8960.238,6883.188,11037.289
2024,Sakha (Yakutia) Republic,6233.5825,4156.5312,8310.633
2019,Sakhalin District,3443.2732,1366.2222,5520.324
2020,Sakhalin District,3458.3508,1381.2999,5535.4023
2021,Sakhalin District,3229.2573,1152.2064,5306.3086
2022,Sakhalin District,3659.8975,1582.8463,5736.9487
2023,Sakhalin District,3740.5774,1663.5265,5817.629
2024,Sakhalin District,3687.6997,1610.6487,5764.751
2019,Samara Oblast,966.5668,-1110.4843,3043.618
2020,Samara Oblast,681.94666,-1395.1042,2758.9978
2021,Samara Oblast,844.8959,-1232.1552,2921.9468
2022,Samara Oblast,861.1963,-1215.8547,2938.2473
2023,Samara Oblast,789.63794,-1287.4131,2866.689
2024,Samara Oblast,517.4413,-1559.6099,2594.4924
2019,Saratov Oblast,472.0919,-1604.9592,2549.143
2020,Saratov Oblast,319.6728,-1757.3782,2396.7239
2021,Saratov Oblast,378.2553,-1698.7957,2455.3064
2022,Saratov Oblast,336.7141,-1740.3369,2413.7651
2023,Saratov Oblast,356.3596,-1720.6914,2433.4106
2024,Saratov Oblast,374.46945,-1702.5815,2451.5205
2019,Smolensk Oblast,500.69595,-1576.355,2577.747
2020,Smolensk Oblast,92.66986,-1984.3811,2169.721
2021,Smolensk Oblast,139.88391,-1937.1672,2216.9348
2022,Smolensk Oblast,133.46771,-1943.5835,2210.5188
2023,Smolensk Oblast,121.779175,-1955.272,2198.83
2024,Smolensk Oblast,110.1806,-1966.8704,2187.2317
2019,Stavropol Krai,168.63806,-1908.4131,2245.6892
2020,Stavropol Krai,190.65509,-1886.396,2267.706
2021,Stavropol Krai,174.26636,-1902.7847,2251.3174
2022,Stavropol Krai,136.10785,-1940.9431,2213.159
2023,Stavropol Krai,284.45047,-1792.6006,2361.5017
2024,Stavropol Krai,257.17023,-1819.8809,2334.2214
2019,Sverdlovsk Oblast,2642.5112,565.46027,4719.5625
2020,Sverdlovsk Oblast,2046.9675,-30.083492,4124.0186
2021,Sverdlovsk Oblast,1101.1423,-975.9087,3178.1934
2022,Sverdlovsk Oblast,1531.6113,-545.4396,3608.6624
2023,Sverdlovsk Oblast,1254.2603,-822.7909,3331.3113
2024,Sverdlovsk Oblast,1420.0616,-656.9894,3497.1125
2019,Tambov Oblast,84.99994,-1992.051,2162.051
2020,Tambov Oblast,71.04602,-2006.0051,2148.0972
2021,Tambov Oblast,81.71234,-1995.3384,2158.7634
2022,Tambov Oblast,93.82086,-1983.2302,2170.872
2023,Tambov Oblast,118.53186,-1958.5193,2195.583
2024,Tambov Oblast,125.711365,-1951.3396,2202.7625
2019,The Kabardino-Balkar Republic,-54.993282,-2132.0444,2022.0577
2020,The Kabardino-Balkar Republic,76.7489,-2000.3022,2153.8
2021,The Kabardino-Balkar Republic,108.43823,-1968.6128,2185.4895
2022,The Kabardino-Balkar Republic,113.05499,-1963.9961,2190.106
2023,The Kabardino-Balkar Republic,106.25214,-1970.7988,2183.3032
2024,The Kabardino-Balkar Republic,86.263,-1990.7881,2163.3142
2019,Tomsk District,1030.862,-1046.189,3107.913
2020,Tomsk District,715.15216,-1361.8989,2792.2031
2021,Tomsk District,922.4586,-1154.5925,2999.5095
2022,Tomsk District,733.03094,-1344.02,2810.082
2023,Tomsk District,598.47253,-1478.5784,2675.5237
2024,Tomsk District,707.6252,-1369.426,2784.6763
2019,Tula Oblast,698.0112,-1379.0398,2775.0623
2020,Tula Oblast,515.5775,-1561.4734,2592.6287
2021,Tula Oblast,460.1731,-1616.8779,2537.224
2022,Tula Oblast,525.802,-1551.249,2602.853
2023,Tula Oblast,462.59055,-1614.4604,2539.6416
2024,Tula Oblast,303.0009,-1774.05,2380.052
2019,Tver Oblast,1110.5369,-966.51416,3187.588
2020,Tver Oblast,911.4896,-1165.5614,2988.5408
2021,Tver Oblast,506.8151,-1570.2361,2583.8662
2022,Tver Oblast,313.69003,-1763.3611,2390.741
2023,Tver Oblast,341.20386,-1735.8472,2418.255
2024,Tver Oblast,347.13583,-1729.9153,2424.187
2019,Tyumen Oblast,2940.0232,862.9721,5017.074
2020,Tyumen Oblast,2377.1404,300.08926,4454.1914
2021,Tyumen Oblast,2886.3328,809.2818,4963.3843
2022,Tyumen Oblast,2930.0212,852.9702,5007.0723
2023,Tyumen Oblast,2616.231,539.1799,4693.282
2024,Tyumen Oblast,2165.1147,88.0636,4242.1655
2019,Tyva Republic,653.4093,-1423.6416,2730.4604
2020,Tyva Republic,341.82883,-1735.2222,2418.88
2021,Tyva Republic,280.47992,-1796.571,2357.531
2022,Tyva Republic,195.43597,-1881.6152,2272.487
2023,Tyva Republic,256.55804,-1820.4929,2333.6091
2024,Tyva Republic,330.64645,-1746.4045,2407.6975
2019,Udmurt Republic,629.47406,-1447.5771,2706.5251
2020,Udmurt Republic,654.587,-1422.4641,2731.6382
2021,Udmurt Republic,240.04932,-1837.0015,2317.1003
2022,Udmurt Republic,225.65692,-1851.3943,2302.708
2023,Udmurt Republic,148.20349,-1928.8477,2225.2546
2024,Udmurt Republic,817.1702,-1259.8809,2894.2212
2019,Ulyanovsk Oblast,704.9974,-1372.0537,2782.0483
2020,Ulyanovsk Oblast,502.37268,-1574.6785,2579.4238
2021,Ulyanovsk Oblast,224.48486,-1852.5662,2301.536
2022,Ulyanovsk Oblast,177.67224,-1899.3787,2254.7234
2023,Ulyanovsk Oblast,174.75275,-1902.2981,2251.8037
2024,Ulyanovsk Oblast,113.85333,-1963.1975,2190.9045
2019,Vladimir Oblast,745.93756,-1331.1135,2822.9885
2020,Vladimir Oblast,512.24896,-1564.802,2589.3
2021,Vladimir Oblast,419.32327,-1657.7278,2496.3745
2022,Vladimir Oblast,445.62833,-1631.4226,2522.6794
2023,Vladimir Oblast,449.1855,-1627.8655,2526.2366
2024,Vladimir Oblast,920.71497,-1156.336,2997.766
2019,Volgograd Oblast,215.94165,-1861.1094,2292.9927
2020,Volgograd Oblast,294.8387,-1782.2124,2371.89
2021,Volgograd Oblast,260.33893,-1816.7122,2337.39
2022,Volgograd Oblast,349.34384,-1727.7073,2426.3948
