Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,0,0,0,0,0,0,0,0,0,1.5e-6,0,4.3e-7,0,0,0,0,0,0,0,0,3e-6,0,0,4.1e-7,0,0,9.1e-7,6.3e-7,0,0,1.96e-6,1.14e-6,6.4e-7,0,0,0,0,0,0,4.1e-7,0,0,0,0,0,1.04e-6,0,0,0,2.58e-6,0,0,0,0,0,0,0,0,0,0,0,0,5.9e-6,0,0,0,0,0,0,0,0,0,0,0,1.14e-6,0,2.77e-6,0,0,9e-6,0
17532,0,0,0,0,0,0,0,0,1.9e-6,6.07e-6,0,1.45e-6,1.87e-6,0,0,0,0,0,0,0,5.4e-6,0,0,0,4.35e-6,0,0,0,0,0,6.7e-7,3.97e-6,0,0,0,0,0,9.9e-6,2.13e-6,4.1e-7,0,0,0,0,2.47e-6,0,2.02e-6,8.3e-7,1.09e-6,0,0,0,0,0,0,0,0,0,0,0,0,8.1e-6,0,0,0,1.7e-6,0,5.07e-5,0,0,0,1.15e-6,0,0,3.7e-7,0,1.41e-6,0,0,0,0
17563,0,0,1.9e-6,0,0,0,0,0,3.5e-6,0,0,1.76e-6,1.67e-6,0,0,0,0,3.9e-6,0,0,6e-6,0,5.6e-6,4.1e-7,0,1.8e-6,0,0,0,0,1.86e-6,3.97e-6,1.49e-6,9.3e-7,0,0,0,3.1e-6,0,0,0,0,0,0,0,2.02e-6,9.3e-7,0,4.93e-6,0,0,0,0,0,2.3e-6,0,0,0,1.11e-5,0,0,0,0,0,0,0,0,0,0,0,0,4.24e-6,0,3.2e-6,6.9e-7,0,0,3.91e-6,6.1e-7,0,0
17591,0,0,0,0,0,0,5.5e-6,0,0,0,0,1.49e-6,0,0,0,0,0,0,0,0,6.7e-6,0,0,9.4e-7,0,0,0,2.6e-6,0,0,0,6.59e-6,5.3e-7,0,0,0,0,0,0,9.2e-7,0,0,0,1.18e-6,0,0,9.9e-7,8.4e-7,1.64e-6,0,0,0,0,0,2.5e-6,1.07e-5,0,0,0,0,0,0,0,0,0,1.7e-6,0,0,2.3e-6,0,0,0,0,0,1.5e-6,1.92e-6,2.85e-6,2.83e-6,0,0,2.6e-6
17622,0,0,0,0,0,0,0,0,0,0,1.73e-6,1.31e-6,0,0,0,0,0,0,0,0,7.1e-6,0,0,1.01e-6,0,0,0,0,0,0,0,6.25e-6,1.67e-6,0,0,0,0,0,1.14e-6,1.3e-6,0,0,1.58e-6,0,1.2e-6,3.26e-6,0,8e-7,2.14e-6,0,0,0,0,0,4.8e-6,0,0,0,2.4e-5,0,0,0,0,0,0,0,6.5e-6,0,0,0,0,0,0,0,7.8e-7,0,2.81e-6,0,0,8.9e-6,2.7e-6
17652,0,0,0,0,0,0,0,0,0,0,0,2.54e-6,0,0,0,3.2e-6,0,0,0,0,5.7e-6,0,0,1.11e-6,1.69e-6,0,1.03e-6,0,0,0,0,6.04e-6,2.97e-6,0,0,0,0,3.7e-6,0,0,0,0,0,6.1e-7,2.87e-6,0,0,1.97e-6,6.29e-6,3.09e-6,0,0,0,0,5.8e-6,0,0,0,0,0,0,0,6.9e-6,0,1.85e-6,0,0,0,2.5e-6,0,0,0,0,0,1.73e-6,2.08e-6,4.75e-6,1.71e-6,1.49e-6,0,0
17683,2.2e-6,0,2.3e-6,2.1e-6,0,0,8.6e-6,0,0,0,5.47e-6,1.18e-6,0,0,0,0,0,0,0,0,5.3e-6,0,0,5.7e-7,1.75e-6,0,0,0,0,0,0,4.66e-6,2.27e-6,0,0,0,0,0,3.56e-6,1.17e-6,0,0,0,1.17e-6,0,1.23e-6,0,0,1.86e-6,3.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29e-5,0,0,0,0,0,0,0,0,0,0,4.4e-7,1.03e-6,4.9099999999999996e-06,5.53e-6,0,6.5e-6,0
17713,0,0,0,8.9e-6,0,6.7e-6,0,0,0,5.16e-6,0,2.99e-6,0,0,0,0,0,0,0,0,6.7e-6,0,0,0,0,0,0,0,0,0,1.59e-6,3.9e-6,0,1.12e-6,0,0,2.6e-6,0,0,7.9e-7,0,0,3.39e-6,5.8e-7,0,0,2.25e-6,2.8e-6,4.27e-6,1.48e-6,0,0,0,0,0,0,0,3.6e-6,0,0,1.86e-6,0,6.8e-6,0,0,0,0,0,0,0,0,0,0,0,4.33e-6,1.02e-6,0,7.14e-6,0,0,0
17744,0,0,0,0,0,0,2.5e-6,8.5e-6,0,4.37e-6,1.55e-6,2.23e-6,6.51e-6,0,0,1.13e-5,0,0,0,0,5.5e-6,0,0,0,0,0,0,6.5e-7,0,0,0,2.99e-6,1.49e-6,0,0,0,0,0,3.23e-6,3.9e-7,0,0,2.97e-6,5.2e-7,0,2.11e-6,0,1.61e-6,2.66e-6,0,0,0,0,0,0,0,0,0,4.71e-5,0,0,0,1.2e-5,7.5e-6,0,5.1e-6,0,0,4.4e-6,0,0,0,0,0,2.66e-6,0,1.33e-6,0,2.59e-6,0,0
17775,0,0,0,0,0,0,0,0,0,0,0,3.5e-7,2.86e-6,0,0,5e-6,4.9e-6,0,3.6e-6,0,4.4e-6,0,0,0,0,0,7.6e-7,1.1e-6,0,0,0,2.4e-6,3.04e-6,0,0,0,0,0,9.2e-7,0,0,0,2.57e-6,1.34e-6,0,0,0,2.1e-6,1.82e-6,1.14e-6,0,1.78e-5,0,0,0,0,0,0,2.05e-5,0,1.55e-6,0,4.9e-6,0,1.4e-6,0,0,0,1.9e-6,0,0,0,0,0,5.42e-6,0,0,3.71e-6,2.23e-6,0,0
