Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,43,0,4,3,1,22,5,0,14,24,10,286,2,0,1,1,3,0,1,0,115079,3,5,9,2,3,8,0,0,1,2,6612,9,10,0,3,5,1,5,32,0,0,0,5,6,10,2,76,97,1,0,0,1,9,1,1,1,8,15,0,6,0,15,233,72,17,0,0,4,0,0,4,2,4,214,13,25,27,1,1,20
17532,76,0,3,0,5,9,15,0,17,59,6,344,88,2,0,6,2,0,0,0,98154,3,0,77,17,11,2,0,0,1,1,6257,9,3,0,0,0,2,5,57,0,0,0,55,24,40,9,25,83,1,0,1,0,2,0,2,0,18,9,9,8,0,53,193,112,28,0,0,0,0,0,3,0,0,223,4,3,14,5,8,16
17563,25,0,0,1,0,36,31,0,8,112,3,297,12,1,0,0,0,2,0,0,117269,0,0,10,2,1,0,3,1,4,30,8865,32,6,0,15,0,3,0,11,0,0,1,9,1,53,5,52,79,11,0,0,4,2,2,4,1,1,6,1,14,0,6,112,19,93,0,0,4,0,0,1,0,0,195,6,10,10,1,8,10
17591,21,3,6,1,0,2,11,2,3,25,2,284,13,0,0,0,0,2,0,0,82389,2,0,14,2,0,4,2,0,4,40,5507,6,2,1,0,0,1,0,12,0,0,5,4,15,47,9,27,152,0,0,0,1,2,7,3,5,2,1,0,7,0,6,280,24,258,0,3,1,0,0,2,0,3,176,2,12,7,2,3,6
17622,12,1,0,1,0,2,7,0,15,44,3,190,11,0,1,0,0,3,0,0,64685,4,1,18,1,4,7,4,0,0,6,3810,5,2,2,0,0,0,2,11,1,0,0,1,3,25,1,20,120,14,0,2,1,2,0,7,0,2,13,0,17,0,10,241,21,315,0,0,3,0,0,0,1,0,175,17,27,0,3,0,10
17652,4,3,0,4,0,9,1,0,15,10,5,174,9,0,25,0,1,14,0,0,56128,3,0,21,4,0,18,9,4,0,6,3722,30,1,2,1,0,0,7,11,0,0,1,17,1,21,4,7,98,8,0,0,0,6,1,0,0,0,0,0,1,0,7,297,32,61,0,0,6,0,0,3,0,2,136,11,10,21,4,1,2
17683,13,11,0,4,0,7,4,2,25,6,1,470,16,0,6,46,2,1,0,0,49957,4,0,24,4,0,5,2,0,1,13,3101,32,3,1,0,1,0,2,15,0,5,0,4,2,14,1,4,55,12,0,1,3,0,3,1,0,2,1,0,4,1,2,478,15,32,0,0,1,2,0,2,5,4,160,2,10,14,5,7,2
17713,11,10,1,1,6,0,6,0,16,6,2,226,23,0,6,1,6,0,4,2,46472,9,3,17,0,2,12,11,0,2,4,3042,8,5,0,0,1,1,1,3,1,0,0,10,6,64,0,8,84,8,2,1,3,1,1,11,0,4,0,1,9,0,6,236,26,33,0,0,1,1,0,12,2,0,194,2,12,30,7,0,3
17744,17,4,6,2,3,9,12,1,9,5,11,281,20,2,5,2,1,0,2,1,45122,2,0,4,5,0,7,9,0,0,7,3125,19,4,1,2,4,2,4,10,0,0,2,8,2,3,2,20,95,8,0,0,2,4,3,1,0,1,14,0,6,0,2,237,5,18,5,0,5,0,0,14,0,0,184,15,5,7,8,0,1
17775,19,3,2,4,0,9,5,0,15,19,20,309,9,0,33,0,5,1,0,1,54195,3,0,84,4,0,11,6,0,0,20,3512,12,10,1,1,3,2,4,69,0,0,4,86,5,22,3,29,61,4,0,0,2,0,4,2,0,0,0,0,18,0,5,359,25,18,0,0,8,0,0,0,4,1,345,19,8,4,12,4,13
17805,29,0,3,0,0,8,0,6,16,6,2,327,8,3,1,2,3,1,0,1,64181,23,1,44,0,4,4,9,0,0,40,4313,14,5,0,2,4,3,3,8,0,0,1,13,44,24,31,43,139,13,0,1,1,1,10,10,0,12,0,0,6,1,3,301,45,29,0,0,0,0,0,0,0,26,419,10,8,36,14,1,4
