Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,0.35,0.32,0.268,0.28,0.3,0.35,0.27,0.33,0.34,0.34,0.4,0.35,0.36,0.3,0.28,0.3,0.22,0.33,0.33,0.4,0.3,0.34,0.38,0.31,0.28,0.27,0.32,0.4,0.32,0.28,0.245,0.4,0.28,0.34,0.39,0.35,0.37,0.278,0.29,0.27,0.278,0.194,0.285,0.249,0.26,0.3,0.25,0.26,0.28,0.35,0.3,0.167,0.3,0.27,0.36,0.286,0.316,0.299,0.232,0.21,0.21,0.267,0.161,0.145,0.29,0.27,0.179,0.196,0.085,0.094,0.167,0.271,0.094,0.28,0.29,0.3,0.39,0.32,0.27,0.31,0.29
17532,0.36,0.32,0.267,0.28,0.3,0.35,0.28,0.33,0.32,0.33,0.38,0.34,0.36,0.29,0.27,0.29,0.22,0.31,0.34,0.4,0.29,0.32,0.36,0.3,0.26,0.26,0.3,0.39,0.3,0.29,0.241,0.4,0.27,0.32,0.38,0.35,0.35,0.278,0.29,0.26,0.279,0.189,0.285,0.252,0.26,0.29,0.25,0.26,0.28,0.35,0.279,0.147,0.31,0.26,0.36,0.281,0.29,0.295,0.208,0.2,0.2,0.259,0.15,0.133,0.29,0.26,0.162,0.19,0.079,0.105,0.16,0.265,0.082,0.28,0.28,0.29,0.39,0.3,0.26,0.31,0.29
17563,0.35,0.31,0.255,0.26,0.28,0.32,0.27,0.31,0.32,0.32,0.36,0.33,0.35,0.28,0.25,0.28,0.21,0.29,0.3,0.37,0.28,0.29,0.35,0.29,0.26,0.25,0.29,0.35,0.28,0.28,0.227,0.37,0.26,0.3,0.37,0.34,0.33,0.27,0.28,0.25,0.271,0.169,0.267,0.241,0.25,0.28,0.23,0.25,0.27,0.33,0.252,0.146,0.29,0.25,0.33,0.268,0.293,0.286,0.188,0.18,0.19,0.251,0.14,0.129,0.27,0.24,0.146,0.177,0.072,0.112,0.16,0.252,0.076,0.26,0.26,0.27,0.37,0.28,0.25,0.28,0.27
17591,0.32,0.28,0.244,0.25,0.26,0.3,0.25,0.29,0.3,0.29,0.33,0.3,0.32,0.26,0.23,0.25,0.2,0.26,0.27,0.35,0.25,0.28,0.33,0.27,0.23,0.22,0.28,0.33,0.26,0.24,0.208,0.35,0.24,0.28,0.35,0.31,0.3,0.258,0.26,0.23,0.242,0.15,0.255,0.221,0.23,0.26,0.22,0.23,0.25,0.31,0.235,0.138,0.27,0.23,0.31,0.248,0.236,0.262,0.179,0.18,0.19,0.234,0.148,0.122,0.25,0.22,0.139,0.185,0.067,0.126,0.149,0.234,0.076,0.24,0.25,0.25,0.35,0.26,0.23,0.26,0.25
17622,0.29,0.24,0.227,0.23,0.22,0.28,0.22,0.26,0.28,0.27,0.29,0.27,0.28,0.22,0.2,0.23,0.19,0.23,0.23,0.3,0.24,0.25,0.29,0.24,0.22,0.2,0.25,0.28,0.22,0.23,0.189,0.31,0.22,0.25,0.31,0.29,0.26,0.257,0.25,0.23,0.253,0.163,0.238,0.213,0.21,0.24,0.2,0.22,0.22,0.28,0.222,0.128,0.26,0.21,0.28,0.226,0.232,0.243,0.162,0.16,0.17,0.207,0.135,0.114,0.22,0.2,0.144,0.175,0.068,0.085,0.144,0.226,0.076,0.23,0.23,0.23,0.32,0.25,0.21,0.26,0.22
17652,0.29,0.25,0.231,0.23,0.23,0.28,0.22,0.27,0.27,0.28,0.3,0.27,0.28,0.24,0.21,0.24,0.21,0.25,0.24,0.31,0.24,0.27,0.3,0.25,0.23,0.21,0.25,0.29,0.23,0.24,0.196,0.32,0.22,0.27,0.31,0.3,0.29,0.277,0.25,0.22,0.259,0.165,0.245,0.21,0.21,0.24,0.2,0.22,0.22,0.28,0.197,0.143,0.25,0.22,0.28,0.238,0.251,0.252,0.162,0.15,0.16,0.211,0.154,0.116,0.22,0.21,0.147,0.178,0.071,0.085,0.149,0.219,0.077,0.24,0.24,0.23,0.33,0.26,0.22,0.29,0.23
17683,0.32,0.28,0.262,0.26,0.25,0.32,0.25,0.29,0.3,0.32,0.34,0.29,0.3,0.27,0.24,0.27,0.23,0.27,0.27,0.33,0.26,0.28,0.35,0.28,0.27,0.24,0.29,0.34,0.26,0.3,0.235,0.35,0.26,0.31,0.36,0.35,0.34,0.294,0.29,0.23,0.3,0.201,0.27,0.231,0.24,0.26,0.23,0.25,0.25,0.32,0.243,0.173,0.28,0.25,0.34,0.259,0.239,0.267,0.184,0.2,0.17,0.235,0.171,0.117,0.24,0.23,0.166,0.178,0.085,0.109,0.162,0.244,0.1,0.27,0.27,0.26,0.36,0.31,0.25,0.34,0.27
17713,0.33,0.29,0.269,0.27,0.27,0.33,0.27,0.3,0.33,0.33,0.35,0.32,0.32,0.3,0.25,0.3,0.26,0.29,0.29,0.35,0.28,0.31,0.36,0.3,0.28,0.26,0.3,0.36,0.28,0.31,0.234,0.38,0.27,0.32,0.38,0.35,0.35,0.306,0.29,0.24,0.297,0.207,0.282,0.243,0.25,0.27,0.24,0.26,0.26,0.33,0.255,0.197,0.29,0.25,0.35,0.263,0.279,0.292,0.178,0.2,0.18,0.247,0.183,0.122,0.25,0.24,0.16,0.174,0.09,0.104,0.165,0.253,0.095,0.28,0.28,0.26,0.37,0.35,0.26,0.36,0.28
17744,0.31,0.29,0.251,0.26,0.26,0.31,0.26,0.28,0.31,0.32,0.33,0.32,0.32,0.27,0.24,0.29,0.26,0.28,0.28,0.34,0.27,0.3,0.33,0.28,0.25,0.24,0.28,0.33,0.25,0.29,0.217,0.37,0.25,0.29,0.34,0.33,0.32,0.258,0.27,0.24,0.276,0.17,0.271,0.233,0.23,0.25,0.22,0.24,0.24,0.3,0.237,0.143,0.3,0.25,0.32,0.229,0.266,0.267,0.185,0.2,0.17,0.229,0.175,0.117,0.25,0.21,0.147,0.166,0.087,0.104,0.154,0.237,0.09,0.24,0.26,0.26,0.33,0.32,0.23,0.32,0.27
17775,0.31,0.3,0.255,0.26,0.26,0.32,0.26,0.27,0.31,0.31,0.35,0.32,0.34,0.29,0.25,0.28,0.27,0.29,0.29,0.35,0.27,0.31,0.35,0.28,0.25,0.24,0.28,0.32,0.27,0.29,0.21,0.37,0.26,0.28,0.35,0.33,0.32,0.235,0.25,0.24,0.257,0.154,0.265,0.22,0.23,0.26,0.23,0.25,0.25,0.31,0.244,0.143,0.29,0.25,0.33,0.233,0.25,0.268,0.197,0.21,0.17,0.237,0.175,0.117,0.26,0.22,0.132,0.157,0.072,0.071,0.142,0.233,0.077,0.26,0.26,0.26,0.35,0.33,0.24,0.32,0.27
17805,0.29,0.3,0.256,0.25,0.25,0.31,0.26,0.27,0.29,0.3,0.33,0.3,0.33,0.27,0.24,0.27,0.24,0.27,0.27,0.33,0.27,0.3,0.33,0.28,0.25,0.25,0.27,0.32,0.27,0.28,0.209,0.36,0.25,0.28,0.35,0.32,0.31,0.237,0.25,0.24,0.248,0.143,0.258,0.213,0.23,0.26,0.22,0.24,0.24,0.31,0.247,0.149,0.28,0.23,0.32,0.23,0.255,0.271,0.19,0.19,0.18,0.23,0.175,0.118,0.26,0.23,0.141,0.173,0.078,0.086,0.15,0.229,0.081,0.26,0.25,0.25,0.35,0.3,0.23,0.3,0.27
17836,0.23,0.23,0.204,0.19,0.2,0.24,0.2,0.22,0.23,0.23,0.27,0.24,0.26,0.21,0.19,0.22,0.2,0.22,0.21,0.26,0.21,0.24,0.26,0.21,0.2,0.19,0.21,0.25,0.21,0.22,0.174,0.28,0.2,0.22,0.29,0.25,0.25,0.197,0.21,0.21,0.199,0.114,0.211,0.179,0.19,0.2,0.17,0.19,0.19,0.24,0.202,0.117,0.22,0.18,0.25,0.193,0.231,0.213,0.168,0.17,0.14,0.177,0.141,0.094,0.2,0.19,0.118,0.159,0.07,0.078,0.128,0.191,0.072,0.19,0.2,0.2,0.27,0.24,0.18,0.24,0.22
17866,0.32,0.3,0.271,0.26,0.27,0.33,0.27,0.29,0.32,0.32,0.35,0.31,0.34,0.27,0.25,0.29,0.24,0.29,0.28,0.34,0.28,0.3,0.34,0.29,0.26,0.25,0.29,0.35,0.28,0.28,0.229,0.37,0.26,0.29,0.36,0.33,0.34,0.277,0.28,0.26,0.266,0.155,0.281,0.24,0.27,0.28,0.23,0.26,0.27,0.34,0.277,0.164,0.29,0.25,0.35,0.25,0.277,0.291,0.201,0.23,0.19,0.247,0.176,0.123,0.26,0.26,0.143,0.208,0.084,0.091,0.155,0.251,0.087,0.27,0.27,0.28,0.36,0.3,0.25,0.3,0.31
