Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,38,0,0,1,0,0,1,1,0,0,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0
17532,0,0,0,0,0,0,0,0,1,4,0,7,1,0,0,0,0,0,0,0,72,0,0,0,3,0,0,0,0,0,1,17,0,0,0,0,0,3,2,1,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0
17563,0,0,1,0,0,0,0,0,2,0,0,9,1,0,0,0,0,1,0,0,86,0,3,1,0,1,0,0,0,0,3,19,3,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,3,1,0,0
17591,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,86,0,0,2,0,0,0,4,0,0,0,28,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,2,2,0,0,1
17622,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,91,0,0,2,0,0,0,0,0,0,0,26,3,0,0,0,0,0,1,3,0,0,1,0,1,3,0,1,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,1
17652,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,67,0,0,2,1,0,1,0,0,0,0,24,5,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,10,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,2,3,1,2,0,0
17683,1,0,1,1,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,64,0,0,1,1,0,0,0,0,0,0,19,4,0,0,0,0,0,3,3,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,0
17713,0,0,0,4,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,2,16,0,1,0,0,1,0,0,2,0,0,2,1,0,0,2,3,7,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,4,0,0,0
17744,0,0,0,0,0,0,1,3,0,3,1,11,4,0,0,4,0,0,0,0,76,0,0,0,0,0,0,1,0,0,0,14,3,0,0,0,0,0,3,1,0,0,2,1,0,2,0,2,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,3,0,0,2,0,0,0,0,0,7,0,1,0,4,0,0
17775,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,71,0,0,0,0,0,1,2,0,0,0,13,7,0,0,0,0,0,1,0,0,0,2,3,0,0,0,3,4,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,18,0,0,3,4,0,0
17805,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,82,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,4,8,2,1,0
17836,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,93,0,0,5,1,1,4,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,1,1,2,2,4,2,12,2,0,0,1,1,0,0,0,0,0,0,2,0,2,5,3,3,0,0,0,0,0,0,0,0,13,1,2,3,2,1,1
17866,0,0,0,0,0,0,0,0,0,2,6,7,2,0,0,3,5,0,0,0,110,0,0,1,0,2,0,0,0,0,1,17,0,2,0,0,0,0,0,3,0,0,0,0,1,1,4,1,6,0,0,0,0,0,0,2,0,0,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,7,3,3,2,1,0,0
17897,0,0,0,1,0,0,0,1,0,3,0,10,6,0,0,0,0,1,0,0,73,0,0,2,2,1,0,2,0,0,3,21,2,0,0,0,0,0,0,1,0,2,4,2,1,0,4,4,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
17928,0,0,0,0,0,0,0,0,1,2,0,10,4,0,1,0,0,0,0,0,84,1,0,3,0,3,1,0,0,0,2,14,2,0,0,2,0,2,0,1,0,0,1,3,5,5,4,1,9,1,0,0,0,1,4,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,5,0,0,8,0,2,0
17956,0,0,0,1,0,0,0,0,0,3,0,9,1,0,1,0,2,0,0,3,101,0,0,2,0,0,2,1,0,0,1,23,0,0,0,1,0,0,0,8,0,0,0,2,0,2,5,1,12,2,0,0,1,0,4,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,1,0,0,2,1,0,4,2,2,0
17987,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,1,0,0,0,0,118,2,0,2,1,0,1,1,0,0,1,35,0,4,0,0,0,0,2,2,0,0,0,3,4,1,1,6,10,5,0,0,0,0,0,3,0,3,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,5,0,3,4,0,3,0
18017,0,2,0,9,0,0,0,0,0,0,0,13,1,0,8,0,0,0,0,0,93,0,0,1,0,3,1,1,0,2,1,21,8,0,1,0,0,0,4,2,0,0,2,5,1,1,0,12,7,0,0,0,0,0,1,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,2,0,0,6,0,3,0,5,0,0
18048,0,0,0,0,0,0,0,3,0,3,0,10,2,0,0,0,2,0,0,0,102,0,0,0,0,0,3,0,0,0,1,22,5,0,0,3,0,0,3,2,0,0,0,3,0,0,1,8,4,1,0,0,0,0,1,2,0,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0
18078,0,0,2,1,0,0,0,0,0,0,0,15,1,0,1,3,0,0,0,0,81,0,0,2,0,0,3,0,0,0,1,19,2,1,0,0,0,0,0,0,0,0,0,3,1,2,2,4,2,1,0,0,0,0,3,0,0,0,1,0,0,0,1,7,0,2,0,0,0,0,0,1,0,0,6,1,2,0,1,1,0
18109,0,0,0,0,0,1,0,0,0,0,0,8,2,0,4,2,0,0,0,0,81,0,0,0,0,1,0,2,0,0,0,10,1,2,1,0,0,0,0,3,0,0,0,0,0,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,5,0,0,0
18140,2,0,0,2,0,1,0,1,0,0,0,12,3,0,0,0,0,0,0,1,81,0,0,1,1,0,1,0,1,0,0,19,1,0,1,0,0,0,0,1,0,0,1,1,0,2,2,6,4,1,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,2,0,0,0,0,1,2,0,0,3,0,2,1,0,1,0
