Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Vladimir Oblast,Khabarovsk Krai,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Voronezh Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,0,0,0,0,0,0,0,0,0,0,0,6.4e-7,0,0,0,0,0,0,0,0,2.87e-6,1.07e-5,0,0,0,0,0,0,0,0,2.61e-6,1.14e-6,0,0,0,0,0,0,0,4.1e-7,0,0,0,5.5e-7,0,0,0,7.9e-7,0,7.76e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29e-6,1.7e-6,0,0,0,0,0,0,0,0,7.6e-7,4.51e-6,2.77e-6,0,0,0,0
17532,0,0,0,0,0,0,0,0,0,0,0,1.45e-6,0,0,0,6.1e-6,0,0,0,0,5.03e-6,0,0,0,0,0,9e-7,0,0,0,6.7e-7,1.4e-6,0,0,3.4e-6,0,0,0,0,0,0,0,0,5.3e-7,0,2.12e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85e-6,0,1.41e-6,4.12e-6,0,0,0
17563,0,0,0,3.5e-6,0,0,0,0,0,0,0,1.36e-6,0,0,0,0,0,0,0,0,3.94e-6,0,0,0,0,0,0,5.9e-7,0,0,0,3.76e-6,0,0,0,0,0,0,0,0,0,0,0,4.9e-7,1.14e-6,0,0,0,1.48e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54e-6,0,0,0,0,0,0,0,0,0,6.9e-7,0,0,0,0,0,0
17591,0,0,0,2e-6,0,0,0,0,0,0,0,6.4e-7,0,0,0,0,0,0,0,0,3.52e-6,0,0,1.42e-6,0,0,9.1e-7,0,0,0,1.32e-6,2.82e-6,0,0,0,0,0,0,0,0,0,0,0,5.9e-7,0,0,9.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e-6,0,2.83e-6,0,0,0
17622,0,0,0,2.1e-6,0,0,0,0,0,0,0,8.7e-7,0,0,0,3.1e-6,0,0,0,0,3.55e-6,5.3e-6,0,5e-7,0,0,0,0,0,0,0,3.84e-6,5.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17e-6,0,0,0,0,0,0
17652,0,0,0,0,0,0,0,0,0,1.7e-6,0,0,0,0,0,0,0,0,0,0,3.95e-6,0,0,1.11e-6,0,0,0,0,0,0,0,4.53e-6,7.13e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97e-6,0,3.09e-6,0,0,0,0,0,5.6e-6,0,0,0,0,0,4.6e-6,0,0,0,0,0,0,0,0,0,0,0,0,1.29e-6,0,1.58e-6,3.43e-6,0,0,0
17683,0,0,0,0,0,0,2.8e-6,0,0,0,0,2.3e-7,0,0,0,0,0,0,0,0,2.51e-6,0,0,0,0,0,0,0,0,0,0,2.2e-6,0,0,0,0,0,0,1.18e-6,3.9e-7,0,0,0,0,0,1.23e-6,0,9.6e-7,2.48e-6,1.6e-6,0,0,0,0,0,0,0,0,0,0,3.64e-6,0,0,0,0,2e-6,0,0,0,0,0,0,0,0,2.22e-6,2.07e-6,3.27e-6,0,1.56e-6,0,0
17713,2.3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11e-6,0,0,0,0,0,0,0,0,0,0,2.19e-6,0,0,0,0,0,0,0,7.9e-7,0,0,0,5.8e-7,2.75e-6,0,0,2.8e-6,1.22e-6,1.48e-6,0,0,0,0,0,0,0,0,1.37e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47e-6,2.05e-6,0,3.57e-6,0,0,0
17744,0,0,0,9.7e-6,0,0,2.5e-6,0,0,0,0,2e-7,0,0,0,0,0,0,0,0,1.95e-6,0,0,0,1.45e-6,0,0,0,0,0,0,1.92e-6,0,0,0,0,0,0,0,3.9e-7,0,0,0,0,0,0,0,1.61e-6,1.6e-6,0,0,0,0,0,0,0,0,0,4.71e-5,0,0,0,0,0,0,0,0,0,0,0,0,8.91e-6,0,0,1.9e-6,0,1.33e-6,0,0,0,0
17775,0,0,0,0,0,0,0,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,0,2.96e-6,0,0,0,0,0,2.3e-6,1.1e-6,0,0,0,3.6e-7,0,0,0,0,0,0,0,3.5e-7,0,0,0,8.9e-7,0,0,0,7e-7,4.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81e-6,0,0,0,0,0,0,0,0,0,3.01e-6,7.7e-7,0,0,0,0,0
