Year,Region,Fitted Values,Lower Bound,Upper Bound
2019,Altai Krai,266.4559486110012,47.990989132527176,484.92090808947523
2020,Altai Krai,289.4225583894964,70.95759891102236,507.8875178679705
2021,Altai Krai,301.5971790407684,83.13221956229438,520.0621385192425
2022,Altai Krai,122.41359376425378,-96.05136571422028,340.8785532427278
2023,Altai Krai,105.54479497423922,-112.9201645042348,324.00975445271325
2024,Altai Krai,108.67008977166961,-109.79486970680446,327.13504925014365
2019,Altai Republic,242.02108534231064,23.556125863836627,460.4860448207847
2020,Altai Republic,242.74175593773762,24.27679645926358,461.20671541621164
2021,Altai Republic,241.20298950726678,22.738030028792735,459.6679489857408
2022,Altai Republic,149.07528177530423,-69.38967770316978,367.5402412537783
2023,Altai Republic,110.24774318953807,-108.21721628893599,328.71270266801207
2024,Altai Republic,98.75716787388694,-119.70779160458707,317.222127352361
2019,Amur Oblast,260.38453061663597,41.91957113816193,478.84949009510996
2020,Amur Oblast,276.21422869060535,57.74926921213131,494.67918816907934
2021,Amur Oblast,289.52844233631765,71.06348285784361,507.9934018147917
2022,Amur Oblast,133.3391103534115,-85.12584912506256,351.80406983188556
2023,Amur Oblast,143.87942363782093,-74.58553584065308,362.344383116295
2024,Amur Oblast,130.69592827548195,-87.76903120299207,349.160887753956
2019,Arkhangel'skaya Oblast',242.02108534231064,23.556125863836627,460.4860448207847
2020,Arkhangel'skaya Oblast',244.54022096409872,26.07526148562468,463.00518044257274
2021,Arkhangel'skaya Oblast',246.42606735714534,27.961107878671328,464.8910268356194
2022,Arkhangel'skaya Oblast',113.03812097794373,-105.4268385005303,331.50308045641776
2023,Arkhangel'skaya Oblast',90.94904032060651,-127.5159191578675,309.41399979908056
2024,Arkhangel'skaya Oblast',79.84789049635214,-138.61706898212188,298.3128499748262
2019,Astrakhan Oblast,265.91086733255946,47.44590785408545,484.3758268110335
2020,Astrakhan Oblast,261.32157834917143,42.85661887069742,479.7865378276455
2021,Astrakhan Oblast,258.2962330278944,39.83127354942039,476.76119250636845
