Year,Region,Fitted Values,Lower Bound,Upper Bound
2019,Altai Krai,241.03981541828108,126.75220091631294,355.3274299202492
2020,Altai Krai,252.06226115141638,137.77464664944824,366.3498756533845
2021,Altai Krai,241.8562928799915,127.56867837802338,356.14390738195965
2022,Altai Krai,222.26083379886208,107.97321929689394,336.5484483008302
2023,Altai Krai,210.42191060401632,96.13429610204818,324.7095251059844
2024,Altai Krai,221.85259506800685,107.56498056603874,336.140209569975
2019,Altai Republic,221.15858922554855,106.87097472358043,335.4462037275167
2020,Altai Republic,252.34802826301456,138.06041376104642,366.63564276498266
2021,Altai Republic,223.4039022452646,109.11628774329644,337.6915167472327
2022,Altai Republic,200.17511845950742,85.88750395753928,314.4627329614756
2023,Altai Republic,199.0728738861939,84.78525938422575,313.360488388162
2024,Altai Republic,196.86838473956684,82.58077023759873,311.15599924153497
2019,Amur Oblast,230.42560841600098,116.13799391403285,344.7132229179691
2020,Amur Oblast,250.02106749713042,135.73345299516228,364.30868199909855
2021,Amur Oblast,237.3656668405693,123.07805233860117,351.6532813425374
2022,Amur Oblast,223.8937887222928,109.60617422032469,338.181403224261
2023,Amur Oblast,206.74776202630457,92.46014752433643,321.0353765282727
2024,Amur Oblast,207.15600075715977,92.86838625519164,321.4436152591279
2019,Arkhangel'skaya Oblast',226.75145983828924,112.4638453363211,341.03907434025734
2020,Arkhangel'skaya Oblast',230.83384714685621,116.54623264488808,345.1214616488244
2021,Arkhangel'skaya Oblast',227.15969856914444,112.87208406717632,341.4473130711126
2022,Arkhangel'skaya Oblast',216.13725283600914,101.849638334041,330.4248673379773
2023,Arkhangel'skaya Oblast',204.29832964116338,90.01071513919524,318.58594414313154
2024,Arkhangel'skaya Oblast',210.42191060401632,96.13429610204818,324.7095251059844
2019,Astrakhan Oblast,223.07731126057746,108.78969675860932,337.36492576254557
2020,Astrakhan Oblast,245.12220272684806,130.83458822487995,359.4098172288162
2021,Astrakhan Oblast,247.57163511198925,133.28402061002112,361.8592496139574
2022,Astrakhan Oblast,230.83384714685621,116.54623264488808,345.1214616488244
2023,Astrakhan Oblast,213.27958172001274,98.9919672180446,327.56719622198085
