Year,Region,Fitted Values,Lower Bound,Upper Bound
2023,Irkutsk Oblast,1205.2403257448482,-738.0862618516596,3148.566913341356
2024,Irkutsk Oblast,1679.9918111586758,-263.33477643783203,3623.318398755184
2019,Ivanovo Oblast,177.79917417852124,-1765.5274134179863,2121.125761775029
2020,Ivanovo Oblast,3.311980103585711,-1940.014607492922,1946.6385677000937
2021,Ivanovo Oblast,27.204938900699517,-1916.1216486958087,1970.5315264972073
2022,Ivanovo Oblast,357.26970953337286,-1586.0568780631352,2300.5962971298804
2023,Ivanovo Oblast,591.2474816915104,-1352.0791059049973,2534.574069288018
2024,Ivanovo Oblast,127.80656442172199,-1815.5200231747858,2071.13315201823
2019,Jewish Autonomous Oblast,-333.73279749382743,-2277.0593850903356,1609.5937901026805
2020,Jewish Autonomous Oblast,-532.3261568524531,-2475.6527444489607,1411.0004307440547
2021,Jewish Autonomous Oblast,-5.363528475648195,-1948.6901160721563,1937.9630591208595
2022,Jewish Autonomous Oblast,-5.482843358012701,-1948.8094309545208,1937.843744238495
2023,Jewish Autonomous Oblast,1.7631836721054697,-1941.5634039244023,1945.0897712686133
2024,Jewish Autonomous Oblast,408.55595013786046,-1534.7706374586473,2351.8825377343683
2019,Kaliningrad Oblast,245.0045424297968,-1698.3220451667112,2188.331130026305
2020,Kaliningrad Oblast,204.17442118780576,-1739.1521664087022,2147.501008784314
2021,Kaliningrad Oblast,304.67499828183037,-1638.6515893146775,2248.001585878338
2022,Kaliningrad Oblast,586.8980252031068,-1356.4285623934009,2530.224612799615
2023,Kaliningrad Oblast,395.82979145885474,-1547.4967961376528,2339.156379055363
2024,Kaliningrad Oblast,914.7623154696835,-1028.5642721268243,2858.0889030661915
2019,Kaluga Oblast,58.931151926949155,-1884.395435669559,2002.257739523457
2020,Kaluga Oblast,487.5911297123038,-1455.735457884204,2430.917717308812
2021,Kaluga Oblast,180.01288188614734,-1763.3137057103604,2123.339469482655
2022,Kaluga Oblast,760.2355967387057,-1183.0909908578021,2703.5621843352133
2023,Kaluga Oblast,3134.3962527846556,1191.0696651881476,5077.722840381163
2024,Kaluga Oblast,1388.2314858284662,-555.0951017680416,3331.5580734249743
2019,Kamchatka Krai,605.304595185628,-1338.0219924108799,2548.631182782136
2020,Kamchatka Krai,1263.064920279296,-680.261667317212,3206.3915078758037
2021,Kamchatka Krai,841.0902835934868,-1102.2363040030211,2784.4168711899947
2022,Kamchatka Krai,3576.939267908087,1633.612680311579,5520.2658555045955
2023,Kamchatka Krai,1778.1038321801134,-165.22275541639453,3721.430419776621
2024,Kamchatka Krai,2006.975842986339,63.64925538983124,3950.3024305828467
2019,Karachay-Cherkess Republic,-363.3464903496563,-2306.673077946164,1579.9800972468515
2020,Karachay-Cherkess Republic,-163.2870750474484,-2106.613662643956,1780.0395125490595
2021,Karachay-Cherkess Republic,9.519495324841273,-1933.8070922716665,1952.8460829213493
2022,Karachay-Cherkess Republic,40.66454992207207,-1902.6620376744359,1983.99113751858
2023,Karachay-Cherkess Republic,26.304599988806558,-1917.0219876077012,1969.6311875853144
2024,Karachay-Cherkess Republic,650.4467468331352,-1292.8798407633724,2593.773334429643
2019,Kemerovo Oblast,45.22619711220523,-1898.1003904843024,1988.5527847087133
2020,Kemerovo Oblast,263.4059042737801,-1679.9206833227277,2206.732491870288
2021,Kemerovo Oblast,168.1895555068673,-1775.1370320896403,2111.5161431033753
2022,Kemerovo Oblast,667.5502500787165,-1275.7763375177913,2610.8768376752246
2023,Kemerovo Oblast,213.29348106979484,-1730.0331065267133,2156.6200686663024
2024,Kemerovo Oblast,1177.7417876251611,-765.5847999713467,3121.0683752216687
2019,Khabarovsk Krai,420.2081058714916,-1523.1184817250164,2363.534693467999
2020,Khabarovsk Krai,479.1320090227025,-1464.1945785738053,2422.4585966192103
2021,Khabarovsk Krai,449.146247105539,-1494.1803404909688,2392.472834702047
2022,Khabarovsk Krai,2624.08998038152,680.7633927850122,4567.416567978027
2023,Khabarovsk Krai,2347.3482268366624,404.0216392401544,4290.6748144331705
2024,Khabarovsk Krai,2080.5618999871385,137.23531239063055,4023.888487583646
2019,Khanty-Mansi Autonomous Okrug — Yugra,451.0923276292477,-1492.2342599672602,2394.4189152257554
2020,Khanty-Mansi Autonomous Okrug — Yugra,335.35106828475887,-1607.975519311749,2278.677655881267
2021,Khanty-Mansi Autonomous Okrug — Yugra,581.221869613732,-1362.1047179827758,2524.5484572102396
2022,Khanty-Mansi Autonomous Okrug — Yugra,1634.81418730761,-308.5124002888979,3578.140774904118
2023,Khanty-Mansi Autonomous Okrug — Yugra,790.7022560311145,-1152.6243315653933,2734.0288436276223
2024,Khanty-Mansi Autonomous Okrug — Yugra,1840.8129147430948,-102.51367285341303,3784.1395023396026
2019,Kirov Oblast,4.670513956706031,-1938.656073639802,1947.997101553214
2020,Kirov Oblast,-146.32793594254667,-2089.6545235390545,1796.9986516539611
2021,Kirov Oblast,7.030185273117581,-1936.2964023233903,1950.3567728696255
2022,Kirov Oblast,49.6474580735441,-1893.6791295229636,1992.974045670052
2023,Kirov Oblast,31.079071871752603,-1912.2475157247554,1974.4056594682604
2024,Kirov Oblast,-217.19370890617267,-2160.5202965026806,1726.1328786903352
2019,Komi Republic,69.05660314391741,-1874.2699844525905,2012.3831907404253
2020,Komi Republic,-9.69102255230814,-1953.017610148816,1933.6355650441994
2021,Komi Republic,39.39600111554887,-1903.930586480959,1982.7225887120567
2022,Komi Republic,188.341775005224,-1754.9848125912836,2131.668362601732
2023,Komi Republic,123.10423899552478,-1820.222348600983,2066.4308265920326
2024,Komi Republic,49.570149355517515,-1893.75643824099,1992.8967369520253
2019,Kostroma Oblast,104.29203750770597,-1839.0345500888016,2047.6186251042138
2020,Kostroma Oblast,-82.22974709093148,-2025.5563346874392,1861.0968405055762
2021,Kostroma Oblast,10.69123713839258,-1932.6353504581152,1954.0178247349002
2022,Kostroma Oblast,217.22460009804058,-1726.1019874984672,2160.5511876945484
2023,Kostroma Oblast,121.11982342295192,-1822.2067641735557,2064.44641101946
2024,Kostroma Oblast,94.1122184064551,-1849.2143691900528,2037.4388060029628
2019,Krasnodar Krai,109.10693717525743,-1834.2196504212502,2052.4335247717654
2020,Krasnodar Krai,269.48544623955377,-1673.8411413569543,2212.8120338360613
2021,Krasnodar Krai,249.68682347475846,-1693.6397641217495,2193.013411071266
2022,Krasnodar Krai,620.1337097238878,-1323.19287787262,2563.4602973203955
2023,Krasnodar Krai,287.9333310701847,-1655.393256526323,2231.2599186666926
2024,Krasnodar Krai,1052.0465980381744,-891.2799895583335,2995.373185634682
2019,Krasnoyarsk Krai,1904.076147684009,-39.250439912498905,3847.402735280517
2020,Krasnoyarsk Krai,1404.3370150777691,-538.9895725187387,3347.6636026742767
2021,Krasnoyarsk Krai,1574.2908497674016,-369.0357378291062,3517.617437363909
2022,Krasnoyarsk Krai,6041.826581968789,4098.499994372281,7985.153169565297
2023,Krasnoyarsk Krai,3568.3023119212116,1624.9757243247038,5511.628899517719
2024,Krasnoyarsk Krai,4215.325322640607,2271.9987350440992,6158.651910237115
2019,Kurgan Oblast,-99.86781034515514,-2043.1943979416628,1843.4587772513526
2020,Kurgan Oblast,256.11602975514495,-1687.210557841363,2199.4426173516526
2021,Kurgan Oblast,21.835050540707016,-1921.4915370558006,1965.161638137215
2022,Kurgan Oblast,306.7118718318508,-1636.614715764657,2250.0384594283587
2023,Kurgan Oblast,32.91991629931192,-1910.4066712971958,1976.2465038958196
2024,Kurgan Oblast,149.57544227182518,-1793.7511453246825,2092.902029868333
2019,Kursk Oblast,157.1743607324912,-1786.1522268640165,2100.500948328999
2020,Kursk Oblast,-72.39595456189033,-2015.722542158398,1870.9306330346176
2021,Kursk Oblast,32.68833724337958,-1910.6382503531281,1976.0149248398875
2022,Kursk Oblast,126.09921488738024,-1817.2273727091274,2069.425802483888
2023,Kursk Oblast,107.81312835932334,-1835.5134592371846,2051.139715955831
2024,Kursk Oblast,377.801651272286,-1565.524936324222,2321.1282388687937
2019,Leningrad Oblast,-220.31013580448223,-2163.63672340099,1723.0164517920257
2020,Leningrad Oblast,15.391750548447817,-1927.9348370480602,1958.7183381449556
2021,Leningrad Oblast,317.3042637375836,-1626.0223238589242,2260.630851334091
2022,Leningrad Oblast,643.7291274238372,-1299.5974601726707,2587.055715020345
2023,Leningrad Oblast,414.10431231683145,-1529.2222752796765,2357.430899913339
2024,Leningrad Oblast,871.901007564404,-1071.4255800321039,2815.2275951609117
2019,Lipetsk Oblast,-40.9197945241209,-1984.2463821206288,1902.4067930723868
2020,Lipetsk Oblast,-98.301988026603,-2041.628575623111,1845.0245995699047
2021,Lipetsk Oblast,58.49877954729226,-1884.8278080492155,2001.8253671438001
2022,Lipetsk Oblast,146.02603811394596,-1797.300549482562,2089.3526257104536
2023,Lipetsk Oblast,113.6682455308603,-1829.6583420656475,2056.994833127368
2024,Lipetsk Oblast,35.96662743608624,-1907.3599601604215,1979.293215032594
2019,Magadan District,-320.90784361057683,-2264.234431207085,1622.418743985931
2020,Magadan District,-427.1341296368215,-2370.460717233329,1516.1924579596864
2021,Magadan District,55.83458176339104,-1887.4920058331168,1999.1611693598988
2022,Magadan District,133.1024630574189,-1810.2241245390892,2076.4290506539264
2023,Magadan District,125.25912013972987,-1818.067467456778,2068.585707736238
2024,Magadan District,1049.096579634661,-894.2300079618467,2992.4231672311694
2019,Mari El Republic,-285.1067765040191,-2228.4333641005264,1658.2198110924887
2020,Mari El Republic,14.770409957889797,-1928.556177638618,1958.0969975543976
2021,Mari El Republic,3.436566517289748,-1939.890021079218,1946.7631541137976
2022,Mari El Republic,58.74504292183826,-1884.5815446746697,2002.0716305183462
2023,Mari El Republic,-3.317830254522846,-1946.6444178510305,1940.0087573419848
2024,Mari El Republic,-24.935322127326458,-1968.2619097238344,1918.3912654691812
2019,Moscow,-1179.3070027043145,-3122.6335903008226,764.0195848921933
2020,Moscow,-511.36963060759354,-2454.6962182041016,1431.9569569889143
2021,Moscow,629.7449407640705,-1313.5816468324374,2573.071528360578
2022,Moscow,1705.4499216081358,-237.876665988372,3648.7765092046434
2023,Moscow,1286.778601110637,-656.5479864858708,3230.105188707145
2024,Moscow,1409.006760659107,-534.3198269374011,3352.3333482556145
2019,Moscow Oblast,1597.1940693367017,-346.13251825980615,3540.5206569332095
2020,Moscow Oblast,1729.075826969073,-214.25076062743483,3672.402414565581
2021,Moscow Oblast,1622.8041688518108,-320.5224187446971,3566.130756448318
2022,Moscow Oblast,5444.068291134595,3500.7417035380868,7387.394878731103
2023,Moscow Oblast,2290.5268452041996,347.2002576076918,4233.853432800707
2024,Moscow Oblast,2531.393487388491,588.066899791983,4474.720074984998
2019,Murmansk Oblast,366.3850095005462,-1576.9415780959616,2309.711597097054
2020,Murmansk Oblast,394.38334501978983,-1548.9432425767181,2337.709932616298
2021,Murmansk Oblast,147.93254276371823,-1795.3940448327894,2091.2591303602258
2022,Murmansk Oblast,357.9357048387444,-1585.3908827577634,2301.2622924352518
2023,Murmansk Oblast,263.48719407218346,-1679.8393935243244,2206.8137816686913
2024,Murmansk Oblast,373.03341847958177,-1570.293169116926,2316.3600060760896
2019,Nizhny Novgorod Oblast',9.337224144724132,-1933.9893634517834,1952.663811741232
2020,Nizhny Novgorod Oblast',160.43930538446682,-1782.887282212041,2103.7658929809745
2021,Nizhny Novgorod Oblast',134.41342653992984,-1808.9131610565778,2077.740014136438
2022,Nizhny Novgorod Oblast',515.4011399899339,-1427.925447606574,2458.7277275864417
2023,Nizhny Novgorod Oblast',290.2088550316869,-1653.117732564821,2233.5354426281947
2024,Nizhny Novgorod Oblast',360.87289935300385,-1582.453688243504,2304.199486949512
2019,Novgorod Oblast,94.04348185503761,-1849.28310574147,2037.3700694515453
2020,Novgorod Oblast,11.251050886105872,-1932.075536710402,1954.5776384826136
2021,Novgorod Oblast,3.8198875068225107,-1939.5067000896856,1947.1464751033304
2022,Novgorod Oblast,38.25387609664506,-1905.0727114998626,1981.580463693153
2023,Novgorod Oblast,21.144474389783227,-1922.1821132067244,1964.471061986291
2024,Novgorod Oblast,426.1751105220895,-1517.1514770744184,2369.5016981185972
2019,Novosibirsk Oblast,608.1057673274605,-1335.2208202690474,2551.432354923968
2020,Novosibirsk Oblast,843.813754956428,-1099.5128326400798,2787.1403425529356
2021,Novosibirsk Oblast,405.9197960575715,-1537.4067915389364,2349.246383654079
2022,Novosibirsk Oblast,1247.2085637489454,-696.1180238475622,3190.5351513454534
2023,Novosibirsk Oblast,1547.976184894681,-395.35040270182685,3491.3027724911885
2024,Novosibirsk Oblast,2281.055234713281,337.72864711677346,4224.38182230979
2019,Omsk Oblast,-359.27129821408835,-2302.5978858105964,1584.0552893824195
2020,Omsk Oblast,-41.12249922908552,-1984.4490868255934,1902.2040883674222
2021,Omsk Oblast,45.314189685773044,-1898.0123979107348,1988.6407772822809
2022,Omsk Oblast,205.86577545184718,-1737.4608121446608,2149.192363048355
2023,Omsk Oblast,111.16319197489946,-1832.1633956216083,2054.489779571407
2024,Omsk Oblast,494.10491806149145,-1449.2216695350164,2437.431505657999
2019,Orenburg Oblast,161.3571718831464,-1781.9694157133613,2104.6837594796543
2020,Orenburg Oblast,234.33132069847937,-1708.9952668980281,2177.6579082949875
2021,Orenburg Oblast,110.24193090668274,-1833.0846566898254,2053.5685185031907
2022,Orenburg Oblast,323.02345488358003,-1620.303132712928,2266.3500424800877
2023,Orenburg Oblast,246.3614264672541,-1696.9651611292538,2189.6880140637622
2024,Orenburg Oblast,857.3563461366555,-1085.9702414598523,2800.6829337331633
2019,Oryol Oblast,-82.97324402099719,-2026.2998316175049,1860.3533435755107
2020,Oryol Oblast,-294.5379205772722,-2237.86450817378,1648.7886670192356
2021,Oryol Oblast,29.45474915725822,-1913.8718384392496,1972.781336753766
2022,Oryol Oblast,62.28262359181434,-1881.0439640046934,2005.609211188322
2023,Oryol Oblast,60.730607770554684,-1882.5959798259532,2004.0571953670626
2024,Oryol Oblast,218.7431990835491,-1724.5833885129587,2162.069786680057
2019,Penza Oblast,155.4412800333409,-1787.8853075631669,2098.7678676298488
2020,Penza Oblast,184.71309245397828,-1758.6134951425297,2128.039680050486
2021,Penza Oblast,63.789161365006805,-1879.5374262315008,2007.1157489615148
2022,Penza Oblast,288.96210993489194,-1654.3644776616156,2232.2886975313995
2023,Penza Oblast,148.79416792804471,-1794.5324196684633,2092.1207555245524
2024,Penza Oblast,614.5499603333157,-1328.7766272631923,2557.8765479298236
2019,Perm Krai,-72.86860202786238,-2016.19518962437,1870.4579855686454
2020,Perm Krai,177.38853290656903,-1765.9380546899388,2120.715120503077
2021,Perm Krai,144.54389463556265,-1798.782692960945,2087.8704822320706
2022,Perm Krai,495.03275968446906,-1448.2938279120385,2438.359347280977
2023,Perm Krai,277.9614726358932,-1665.3651149606148,2221.288060232401
2024,Perm Krai,768.5264130053565,-1174.8001745911513,2711.8530006018646
2019,Primorsky Krai,359.45350203555915,-1583.8730855609488,2302.780089632067
2020,Primorsky Krai,444.19880190706016,-1499.1277856894476,2387.525389503568
2021,Primorsky Krai,1123.8707013369503,-819.4558862595577,3067.197288933458
2022,Primorsky Krai,3353.5920928048363,1410.2655052083282,5296.918680401344
2023,Primorsky Krai,2038.5210801460776,95.19449254956982,3981.8476677425856
2024,Primorsky Krai,2405.6531530906805,462.32656549417277,4348.979740687188
2019,Pskov Oblast,-54.6996505090525,-1998.0262381055604,1888.6269370874552
2020,Pskov Oblast,-71.04846734362695,-2014.3750549401352,1872.2781202528809
2021,Pskov Oblast,80.87117861016674,-1862.455408986341,2024.1977662066745
2022,Pskov Oblast,75.66408433128544,-1867.6625032652223,2018.9906719277933
2023,Pskov Oblast,27.52882707029744,-1915.7977605262104,1970.8554146668052
2024,Pskov Oblast,270.86587328653206,-1672.4607143099756,2214.19246088304
2019,Republic of Adygea,9.746578784386088,-1933.5800088121218,1953.073166380894
2020,Republic of Adygea,-82.10503121401393,-2025.4316188105217,1861.221556382494
2021,Republic of Adygea,59.26541263281024,-1884.0611749636973,2002.5920002293183
2022,Republic of Adygea,167.10556424691646,-1776.2210233495912,2110.4321518434244
2023,Republic of Adygea,127.47313970846466,-1815.8534478880429,2070.7997273049723
2024,Republic of Adygea,248.26787460755895,-1695.0587129889486,2191.594462204067
2019,Republic of Bashkortostan,65.97604840039753,-1877.3505391961103,2009.3026359969053
2020,Republic of Bashkortostan,109.07317266306711,-1834.253414933441,2052.3997602595746
2021,Republic of Bashkortostan,113.74957170803879,-1829.5770158884688,2057.0761593045468
2022,Republic of Bashkortostan,334.99717443087974,-1608.329413165628,2278.3237620273876
2023,Republic of Bashkortostan,201.3286288558288,-1741.9979587406792,2144.6552164523364
2024,Republic of Bashkortostan,786.0533962826728,-1157.273191313835,2729.3799838791806
2019,Republic of Buryatia,-182.63128150000523,-2125.957869096513,1760.6953060965027
2020,Republic of Buryatia,-13.589095511117193,-1956.9156831076252,1929.7374920853906
2021,Republic of Buryatia,117.34504033667116,-1825.9815472598366,2060.671627933179
2022,Republic of Buryatia,619.9446820645483,-1323.3819055319598,2563.271269661056
2023,Republic of Buryatia,357.78899042609544,-1585.5375971704125,2301.1155780226036
2024,Republic of Buryatia,247.9589963629735,-1695.3675912335343,2191.2855839594813
2019,Republic of Dagestan,-13.621499637464694,-1956.9480872339723,1929.7050879590433
2020,Republic of Dagestan,65.55005115851833,-1877.7765364379893,2008.8766387550263
2021,Republic of Dagestan,76.18272046528591,-1867.1438671312217,2019.5093080617937
2022,Republic of Dagestan,422.333134075232,-1520.993453521276,2365.6597216717396
2023,Republic of Dagestan,290.01608495980804,-1653.3105026366998,2233.342672556316
2024,Republic of Dagestan,233.8047066784805,-1709.5218809180274,2177.1312942749882
2019,Republic of Ingushetia,-528.9104710549911,-2472.237058651499,1414.4161165415167
2020,Republic of Ingushetia,356.5755497017651,-1586.7510378947427,2299.9021372982734
2021,Republic of Ingushetia,-17.606439208450865,-1960.9330268049584,1925.720148388057
2022,Republic of Ingushetia,3.3048414948825666,-1940.0217461016255,1946.6314290913904
2023,Republic of Ingushetia,7.44752643919162,-1935.8790611573163,1950.7741140356995
2024,Republic of Ingushetia,446.2581707201471,-1497.0684168763605,2389.584758316655
2019,Republic of Kalmykia,-40.781723434456126,-1984.1083110309642,1902.5448641620517
2020,Republic of Kalmykia,-192.23797139783676,-2135.5645589943447,1751.0886161986712
2021,Republic of Kalmykia,-1.1827097902046262,-1944.5092973867127,1942.143877806303
2022,Republic of Kalmykia,-0.6054833770739378,-1943.9320709735816,1942.721104219434
2023,Republic of Kalmykia,12.456823582072843,-1930.869764014435,1955.7834111785805
2024,Republic of Kalmykia,-183.84199252880512,-2127.1685801253125,1759.4845950677027
2019,Republic of Karelia,-297.6516133345169,-2240.9782009310247,1645.6749742619909
2020,Republic of Karelia,-246.20917409011895,-2189.5357616866268,1697.1174135063889
2021,Republic of Karelia,9.01260404719244,-1934.3139835493157,1952.3391916437001
2022,Republic of Karelia,17.798068902538716,-1925.528518693969,1961.1246564990465
2023,Republic of Karelia,23.965757325919185,-1919.3608302705884,1967.292344922427
2024,Republic of Karelia,274.15397818811556,-1669.1726094083924,2217.4805657846236
2019,Republic of Khakassia,-448.6255450335933,-2391.952132630101,1494.7010425629146
2020,Republic of Khakassia,-278.7144414715342,-2222.0410290680425,1664.6121461249736
2021,Republic of Khakassia,100.43760614782622,-1842.8889814486815,2043.7641937443339
2022,Republic of Khakassia,259.9384383639677,-1683.38814923254,2203.2650259604757
2023,Republic of Khakassia,130.5804012839145,-1812.7461863125932,2073.9069888804224
2024,Republic of Khakassia,426.9262950317942,-1516.4002925647137,2370.252882628302
2019,Republic of Mordovia,-18.05374610447825,-1961.3803337009863,1925.2728414920296
2020,Republic of Mordovia,-140.31917688336569,-2083.6457644798734,1803.0074107131422
2021,Republic of Mordovia,15.584225573755134,-1927.7423620227523,1958.9108131702628
2022,Republic of Mordovia,285.9073978516135,-1657.419189744894,2229.2339854481215
2023,Republic of Mordovia,194.2434878674423,-1749.0830997290655,2137.57007546395
2024,Republic of Mordovia,42.700997827205924,-1900.6255897693022,1986.0275854237136
2019,Republic of North Ossetia — Alania,9.059752740906447,-1934.2668348556012,1952.3863403374144
2020,Republic of North Ossetia — Alania,-173.58124686547296,-2116.907834461981,1769.7453407310347
2021,Republic of North Ossetia — Alania,-1.1304629474153671,-1944.4570505439233,1942.1961246490923
2022,Republic of North Ossetia — Alania,-0.8064144505258355,-1944.1330020470336,1942.520173145982
2023,Republic of North Ossetia — Alania,6.3722070051726405,-1936.9543805913354,1949.6987946016804
2024,Republic of North Ossetia — Alania,480.65540594555495,-1462.6711816509528,2423.981993542063
2019,Republic of Tatarstan,146.7230861900939,-1796.6035014064141,2090.0496737866015
2020,Republic of Tatarstan,114.7468605104255,-1828.5797270860821,2058.0734481069335
2021,Republic of Tatarstan,136.63144514085445,-1806.6951424556537,2079.9580327373624
2022,Republic of Tatarstan,271.29825375678814,-1672.0283338397198,2214.624841353296
2023,Republic of Tatarstan,311.0853986759072,-1632.2411889206005,2254.411986272415
2024,Republic of Tatarstan,704.8966782442094,-1238.4299093522982,2648.2232658407174
2019,Rostov Oblast,-23.001150861108954,-1966.3277384576163,1920.3254367353989
2020,Rostov Oblast,69.2523357879175,-1874.0742518085904,2012.5789233844253
2021,Rostov Oblast,61.493527946224276,-1881.8330596502838,2004.820115542732
2022,Rostov Oblast,535.4093375459108,-1407.917250050597,2478.7359251424186
2023,Rostov Oblast,356.9707762491527,-1586.355811347355,2300.2973638456606
2024,Rostov Oblast,659.6583275805743,-1283.6682600159336,2602.9849151770823
2019,Ryazan Oblast,41.59076173711867,-1901.735825859389,1984.9173493336266
2020,Ryazan Oblast,-10.782117104469421,-1954.1087047009773,1932.5444704920383
2021,Ryazan Oblast,62.39362357359511,-1880.9329640229125,2005.720211170103
2022,Ryazan Oblast,104.575891200039,-1838.7506963964688,2047.9024787965466
2023,Ryazan Oblast,84.48456298352073,-1858.8420246129872,2027.8111505800287
2024,Ryazan Oblast,923.1272902427485,-1020.1992973537594,2866.453877839256
2019,Saint Petersburg,592.4081730228087,-1350.9184145736992,2535.734760619316
2020,Saint Petersburg,639.97920909427,-1303.347378502238,2583.3057966907777
2021,Saint Petersburg,331.82991349833867,-1611.496674098169,2275.1565010948466
2022,Saint Petersburg,2530.066824298581,586.7402367020735,4473.393411895089
2023,Saint Petersburg,2189.1730259933574,245.84643839684946,4132.4996135898655
2024,Saint Petersburg,2203.9957810889755,260.6691934924676,4147.3223686854835
2019,Sakha (Yakutia) Republic,1208.6978348960504,-734.6287527004574,3152.024422492558
