"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
11.7929007998708,11.6795678401317,11.90623375961,11.6195729952611,11.9662286044806
11.7798234479485,11.6664904882094,11.8931564076876,11.6064956433388,11.9531512525582
11.7191236206347,11.6057906608956,11.8324565803738,11.545795816025,11.8924514252444
12.0233075094082,11.9099745496691,12.1366404691473,11.8499797047985,12.1966353140179
11.9031568121897,11.7898238524506,12.0164897719288,11.72982900758,12.0764846167994
12.1499437930715,12.0366108333323,12.2632767528106,11.9766159884617,12.3232715976812
11.9357061488561,11.822373189117,12.0490391085952,11.7623783442464,12.1090339534658
12.361453149214,12.2481201894749,12.4747861089531,12.1881253446043,12.5347809538237
12.0773009580413,11.9639679983022,12.1906339177804,11.9039731534316,12.250628762651
12.253945814875,12.1406128551359,12.3672787746141,12.0806180102653,12.4272736194847
12.1147216659747,12.0013887062356,12.2280546257138,11.941393861365,12.2880494705844
12.369136683835,12.2558037240959,12.4824696435741,12.1958088792253,12.5424644884447
11.847974378599,11.7346414188598,11.9613073383381,11.6746465739892,12.0213021832087
12.5342259815103,12.4208930217712,12.6475589412494,12.3608981769006,12.70755378612
12.1902072810195,12.0768743212804,12.3035402407586,12.0168794764098,12.3635350856292
11.7146639137748,11.6013309540357,11.827996873514,11.5413361091651,11.8879917183846
11.9182558634923,11.8049229037532,12.0315888232314,11.7449280588826,12.091583668102
12.2169775984343,12.1036446386952,12.3303105581734,12.0436497938246,12.390305403044
12.3869765715417,12.2736436118026,12.5003095312808,12.213648766932,12.5603043761514
12.6382754615292,12.5249425017901,12.7516084212684,12.4649476569195,12.811603266139
12.554226533214,12.4408935734749,12.6675594929531,12.3808987286043,12.7275543378237
12.823260699966,12.7099277402269,12.9365936597051,12.6499328953563,12.9965885045757
12.8078791255364,12.6945461657973,12.9212120852756,12.6345513209267,12.9812069301462
12.5687748998069,12.4554419400677,12.682107859546,12.3954470951971,12.7421027044166
12.4550193033052,12.3416863435661,12.5683522630443,12.2816914986955,12.6283471079149
12.6053964905371,12.492063530798,12.7187294502762,12.4320686859274,12.7787242951468
12.6497563097368,12.5364233499977,12.7630892694759,12.4764285051271,12.8230841143465
13.0902246772023,12.9768917174632,13.2035576369414,12.9168968725926,13.263552481812
12.8228031516035,12.7094701918644,12.9361361113426,12.6494753469938,12.9961309562132
12.9402454941236,12.8269125343845,13.0535784538627,12.7669176895139,13.1135732987333
13.0573208352839,12.9439878755448,13.170653795023,12.8839930306742,13.2306486398936
