"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
11.3284550780985,11.1681539841117,11.4887561720853,11.0832957108568,11.5736144453402
11.5631249052452,11.3845098590291,11.7417399514613,11.2899567650841,11.8362930454063
11.4339979865169,11.2553829403009,11.612613032733,11.1608298463558,11.7071661266781
11.5905948200697,11.4119797738537,11.7692098662858,11.3174266799086,11.8637629602309
11.4390757584125,11.2604607121965,11.6176908046286,11.1659076182514,11.7122438985737
11.5685493719728,11.3899343257567,11.7471644181889,11.2953812318116,11.8417175121339
11.6151591029233,11.4365440567072,11.7937741491393,11.3419909627621,11.8883272430844
11.6161505317708,11.4375354855548,11.7947655779869,11.3429823916097,11.889318671932
11.4205972261549,11.2419821799388,11.5992122723709,11.1474290859937,11.693765366316
11.5489194935291,11.3703044473131,11.7275345397452,11.275751353368,11.8220876336903
11.7006127129872,11.5219976667711,11.8792277592032,11.427444572826,11.9737808531483
11.6795056071013,11.5008905608853,11.8581206533174,11.4063374669402,11.9526737472625
11.7509843019793,11.5723692557632,11.9295993481954,11.4778161618182,12.0241524421405
11.6949252740442,11.5163102278282,11.8735403202603,11.4217571338831,11.9680934142054
11.5551934082415,11.3765783620254,11.7338084544575,11.2820252680803,11.8283615484026
11.8465622420887,11.6679471958727,12.0251772883048,11.5733941019276,12.1197303822499
11.8622287234131,11.683613677197,12.0408437696292,11.589060583252,12.1353968635742
11.8741421760564,11.6955271298404,12.0527572222725,11.6009740358953,12.1473103162176
11.9771881767281,11.798573130512,12.1558032229441,11.7040200365669,12.2503563168892
11.9266002756485,11.7479852294325,12.1052153218646,11.6534321354874,12.1997684158097
11.9330620692961,11.7544470230801,12.1116771155122,11.659893929135,12.2062302094573
11.601943668448,11.4233286222319,11.780558714664,11.3287755282868,11.8751118086091
11.8112799158143,11.6326648695982,11.9898949620303,11.5381117756531,12.0844480559754
11.7971674294793,11.6185523832633,11.9757824756954,11.5239992893182,12.0703355696405
11.7807960903588,11.6021810441428,11.9594111365749,11.5076279501977,12.05396423052
11.6922658644007,11.5136508181847,11.8708809106168,11.4190977242396,11.9654340045619
11.6626398210009,11.4840247747848,11.841254867217,11.3894716808398,11.935807961162
11.6352711648655,11.4566561186495,11.8138862110816,11.3621030247044,11.9084393050267
11.7031638479186,11.5245488017026,11.8817788941347,11.4299957077575,11.9763319880798
11.7515033740895,11.5728883278735,11.9301184203056,11.4783352339284,12.0246715142507
11.6217103889755,11.4430953427595,11.8003254351916,11.3485422488144,11.8948785291367
11.5551218308233,11.3765067846072,11.7337368770393,11.2819536906621,11.8282899709844
