"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
7.0870915545308,7.00662054640746,7.16756256265414,6.96402176790513,7.21016134115647
7.46750426554874,7.35379105749973,7.58121747359775,7.29359492133296,7.64141360976453
7.61601456389654,7.49659686825408,7.735432259539,7.43338095876608,7.798648169027
7.68136290705426,7.56172413997441,7.80100167413411,7.4983912023366,7.86433461177192
7.26306455959274,7.14039838331154,7.38573073587393,7.07546283204913,7.45066628713634
7.78671564160025,7.66189537294103,7.91153591025947,7.59581951405448,7.97761176914602
7.85848134544766,7.73338356444445,7.98357912645087,7.66716079939692,8.0498018914984
8.37999364451231,8.25482410287929,8.50516318614533,8.18856335004901,8.57142393897561
7.77504030473837,7.64956469093935,7.90051591853739,7.58314191329157,7.96693869618518
8.06768990323149,7.94204908473062,8.19333072173236,7.87553885299638,8.2598409534666
8.1923917689526,8.06673986602068,8.31804367188451,8.00022376654309,8.3845597713621
8.50394358875836,8.37827828228702,8.62960889522969,8.31175508740426,8.69613209011245
7.79442518384834,7.66873001378954,7.92012035390713,7.60219101007853,7.98665935761815
8.21866733232113,8.09296015181647,8.3443745128258,8.02641479015947,8.4109198744828
8.41254230079491,8.28683488078921,8.53824972080061,8.22028939234802,8.6047952092418
9.1190798986343,8.99337053135187,9.24478926591673,8.92682401208464,9.31133578518396
8.07716937621995,7.95145725570927,8.20288149673064,7.88490927897104,8.26942947346887
8.44680653213109,8.3210936051968,8.57251945906539,8.2545452015637,8.63906786269849
8.69238535067485,8.5666724237104,8.8180982776393,8.50012402006134,8.88464668128836
8.74119575350095,8.61548258280205,8.86690892419984,8.54893405012777,8.93345745687413
7.79751652464195,7.67180311391383,7.92322993537007,7.60525445417575,7.98977859510815
8.03947731199502,7.9137638525361,8.16519077145394,7.84721516700149,8.23173945698854
8.40713283429388,8.2814193727233,8.53284629586447,8.21487068607084,8.59939498251693
8.60427833875704,8.47856484966578,8.7299918278483,8.41201614844476,8.79654052906932
8.09075832430553,7.96504481543233,8.21647183317874,7.89849610373938,8.28302054487169
8.45052710600976,8.3248135946129,8.57624061740662,8.258264881584,8.64278933043552
8.76767408786185,8.64196057577285,8.89338759995084,8.57541186237757,8.95993631334612
8.48439428686153,8.35868077190192,8.61010780182113,8.29213205698703,8.67665651673603
7.83790031721325,7.71218680071775,7.96361383370875,7.6456380849898,8.0301625494367
7.92572312946721,7.8000096128717,8.05143664606272,7.73346089709082,8.11798536184361
7.87983045005129,7.75411693332759,8.00554396677498,7.68756821747885,8.07209268262373
