"Coefficients","Robust_SE"
-0.871066140776898,0.108563610935985
25.054248891666,1.79629408216169
-0.0195445542651003,0.00311581454006134
2.25132114060503,0.356045997381259
-0.667659246111526,0.19113945615734
0.122565703075333,0.0288260220383288
0.00573838416564142,0.00111558536106397
0.121408129770151,0.0194986329312729
-2.18010936339214,0.302935517127079
-0.730453479240289,0.0952557694970408
0.058286528680442,0.0104537417091509
0.00356270474446505,0.000977408196137753
0.0436816968347616,0.0167786710837408
0.0908371159954061,0.0199065970965701
0.0783855563157433,0.0191807721772874
-1.62145222009081,0.287812904747157
