"Term","Estimate"
"intercept",13.1852791993467
"lag2_log_GDP_billion_currency_units_KGZ",-0.14858697865606
"Consumption_as_percent_of_GDP_RUS",-0.0564433478689641
"lag3_log_GDP_billion_currency_units_KGZ",0.390053783546449
"lag1_Household_debt_to_GDP_in_percent_RUS",0.056998729679186
