"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
10.9568354023282,10.8306413274292,11.0830294772271,10.7638382194491,11.1498325852072
11.0731787302303,10.9469846553313,11.1993728051292,10.8801815473513,11.2661759131093
11.3561135835738,11.2299195086748,11.4823076584727,11.1631164006947,11.5491107664528
11.075894178701,10.949700103802,11.2020882535999,10.8828969958219,11.26889136158
10.8811852620336,10.7549911871346,11.0073793369325,10.6881880791545,11.0741824449126
11.0920435749108,10.9658495000119,11.2182376498098,10.8990463920318,11.2850407577898
11.3033836322384,11.1771895573394,11.4295777071373,11.1103864493593,11.4963808151174
11.2008663063109,11.0746722314119,11.3270603812099,11.0078691234319,11.3938634891899
10.8745746786695,10.7483806037705,11.0007687535684,10.6815774957904,11.0675718615485
11.1333286884319,11.007134613533,11.2595227633309,10.9403315055529,11.3263258713109
11.3663713762252,11.2401773013263,11.4925654511242,11.1733741933462,11.5593685591042
11.3258127528963,11.1996186779973,11.4520068277953,11.1328155700173,11.5188099357753
10.9860386535906,10.8598445786917,11.1122327284896,10.7930414707116,11.1790358364696
11.3565208636866,11.2303267887877,11.4827149385856,11.1635236808076,11.5495180465657
11.6071973270378,11.4810032521389,11.7333914019368,11.4142001441588,11.8001945099168
11.3829293501597,11.2567352752608,11.5091234250587,11.1899321672807,11.5759265330387
11.1071031944623,10.9809091195634,11.2332972693613,10.9141060115833,11.3001003773413
11.1762727383092,11.0500786634103,11.3024668132082,10.9832755554302,11.3692699211882
11.5823404786149,11.456146403716,11.7085345535139,11.3893432957359,11.7753376614939
11.4533855312941,11.3271914563952,11.5795796061931,11.2603883484151,11.6463827141731
11.2075238469173,11.0813297720183,11.3337179218162,11.0145266640383,11.4005210297963
11.324227806105,11.198033731206,11.4504218810039,11.131230623226,11.517224988984
11.5062066194642,11.3800125445652,11.6324006943631,11.3132094365852,11.6992038023432
11.4261735698125,11.2999794949136,11.5523676447115,11.2331763869335,11.6191707526916
11.1574161654249,11.0312220905259,11.2836102403238,10.9644189825459,11.3504133483039
11.3460655727716,11.2198714978726,11.4722596476706,11.1530683898926,11.5390627556506
11.6022281506389,11.4760340757399,11.7284222255378,11.4092309677599,11.7952253335179
11.3635810263549,11.2373869514559,11.4897751012538,11.1705838434759,11.5565782092339
11.1436742910494,11.0174802161504,11.2698683659483,10.9506771081704,11.3366714739284
11.3254953401074,11.1993012652084,11.4516894150063,11.1324981572284,11.5184925229864
11.4951095720312,11.3689154971322,11.6213036469301,11.3021123891521,11.6881067549102
