"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.294682886723254","0.273892774307692","0.309437864417741","0.313901342551121","0.101522842639594","0.117408906882591","0.12035010940919","0.0972827910097286","0.0353437094682231","0.0578503524696731","0.0704047359115412","0.0677734430617652","0.0133917834575945","0.0646656328424114","0.0347389864417031","0.0419537318079731","0.194033855360905","0.237767080224185","0.354385742317814","0.202643980255646","0.201195823259423","0.18584886898146","2.13159624830763","2.10072203608661","1.8103874257509","1.76577672964187","1.81541707617355","1.12692972735512","1.00901200143852","1.40959123292411","1.22363170663832","1.1672913479472","1.03376244955478",
"Africa Eastern and Southern","AFE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.50063738606882","0.45956976097691","0.577868468706018","0.641286876428588","0.742986874270007","0.993669521490367","1.06957471991557","1.0523438861486","1.0360047299188","0.810570122216007","0.9503994980429","0.893964674412677","0.989529390182613","0.770564451273275","0.711542622092861","0.913712376822453","0.820920540985269","0.909913125127217","0.852471811006649","0.720256818678757","0.967969052184525","1.09589302674126","1.14966320023038","1.09328432794784","0.891746718873611","1.04759233364101","0.924769532997452","0.953954906475134","0.671860429640609","0.683688765829582","0.711356263973328","0.790146591390833","0.912534349847719","0.924778772738466","0.998149701982362","1.00387315911005","0.987382036299831","1.08811356634774","1.22567261773613","1.1063755881403","1.03866608301856","1.36037092129086","1.4938756468339","1.4971190793289","1.60142741728293","1.7028039586249","1.66920340210791",
"Afghanistan","AFG","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.885723661387124","1.13316233567863","2.38515836845792","1.0059846865258","1.10218743514509","1.72321110990224","1.23611373619901","1.82199581344675","3.46484306572226","4.38709328246437","4.45098621835989","4.40742759471936","3.95329685319887","2.24403998810715","2.20731611347931","1.85689689240265",
"Africa Western and Central","AFW","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","0.427408113661359","0.476667494071517","0.426208396336947","0.478138142808206","0.226228301416951","0.200272384544566","0.268122670556085","0.282228565986307","0.361126796607322","0.512474868402572","0.524418339557102","0.577758171946041","0.619821682106949","0.586910248649361","0.586255194503128","0.707679101754546","1.18337284752975","0.900624054236954","0.507569502989975","0.419819940805183","0.470601409164174","0.406373205348303","1.56399382801204","1.62336604525413","1.46222534479235","1.3347866751729","1.32695515877663","1.67814381465662","5.3371189112072","4.8750971391355","4.51914660596702","4.00429617628974","4.29170667329362","3.96597475262318","4.03922418075201","3.74239112371622","3.35471029689099","3.23958912277089","4.04492203039276","4.09422431628059","4.59427974992007","4.48596279552142","4.23215816882462","3.70070414033832","3.59834638317854","3.70873746852416","4.11609203722132",
"Angola","AGO","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0683190922557101","","","","","","","","","0","0","0","0.0927097781758097","0.000230927285992904","0.0214464794672161","0.000183157314750667","0.031509516005949","0.0276844929710311","0.0227784420031692","0.0122819350619397","0.00755861664156952","0.00192453909233653","0.00198770732462953","0.00485976371509549","0.0166036941792851","0.0189927443523619","0.0134152542495911","0.0142253065914011",
"Albania","ALB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2759615337456","28.0094210219427","16.3268486067455","17.8580021931142","17.2175575878921","13.2963534184062","19.801532657049","12.6769794000821","17.1764074549231","17.8297304636267","16.8711703482753","15.8379965268343","16.1548067697706","16.017038537764","15.2816531330425","13.7489494815148","14.4828076608173","14.261613230389","13.302456889895","12.0402402681923","11.5242826560794","10.0330744349155","10.7423012378312","11.3364376907448","11.010767760015","10.0756529807473","9.48151186949213","9.45012708752759","9.61841800729544","9.52947488715247","9.17717238918471","8.64718959107819",
"Andorra","AND","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.668748058302524","1.6401350704862","1.59419659692228","1.31863016205126","1.17772745229499",
"Arab World","ARB","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19942882457088","2.00925441841413","2.08333541492554","1.87974798920602","2.01450521620289","2.03652124917487","1.77009196185036","1.90540370206681","1.92130599440139","2.13209551091287","2.26855429741871","2.28270514596145","2.54189329376628","2.37609804402784","2.43542782143991","2.85046193549224","2.82618878649247","2.24934429479984","1.81912565003127",
"United Arab Emirates","ARE","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","0.0291972596105791","0.0606477798448147","0.0727632539285346","0.053382925314063","0.0332117597743446","0.026928486758215","0.0273702995664795","0.0306292987747408","0.0302250711965358","0.0312468737901249","0.0238631449285952","0.0346601768004971","0.0161581713239372","0.0100780109769259","0.00673138932607845","0.0243725533357484","0.0242386581455873","0.0246481295421978","0.0238839095020297","0.0224340040770473","0.0229136648232595","0.0226789361004222","0.030380900529948","0.0705628184933387","0.211442420500352","0.214300874545602","0.189350126740114","0.217417890692876","0.232474118424109","0.210933764847302","0.195029381449765","0.188764794272549","0.152091367663287","0.131541807279184","0.105778682207302","0.0969166746867399","0.0960152008279335","0.0831331023452092","0.0702343224152265","0.0745674778829443","0.0995468179872308","0.125380809015097","0.168011924038753","0.185543785281081","0.166952666555471","0.156281153926656",
