Region,Date,avg_nominal_gross_wages
Kostroma Oblast,2014-04-01,21012.5
Kostroma Oblast,2014-05-01,20767.3
Kostroma Oblast,2014-06-01,21271.8
Kostroma Oblast,2014-07-01,21682.6
Kostroma Oblast,2014-08-01,20035.400000000001
Kostroma Oblast,2014-09-01,20127.400000000001
Kostroma Oblast,2014-10-01,20693.599999999999
Kostroma Oblast,2014-11-01,20851.599999999999
Kostroma Oblast,2014-12-01,25560.2
Kostroma Oblast,2015-01-01,20396.099999999999
Kostroma Oblast,2015-02-01,20179.599999999999
Kostroma Oblast,2015-03-01,20797.7
Kostroma Oblast,2015-04-01,21838.2
Kostroma Oblast,2015-05-01,21943
Kostroma Oblast,2015-06-01,21889.1
Kostroma Oblast,2015-07-01,22495.5
Kostroma Oblast,2015-08-01,21178.2
Kostroma Oblast,2015-09-01,21224.1
Kostroma Oblast,2015-10-01,21518.9
Kostroma Oblast,2015-11-01,21367.8
Kostroma Oblast,2015-12-01,25719.8
Kostroma Oblast,2016-01-01,20860.900000000001
Kostroma Oblast,2016-02-01,21520.9
Kostroma Oblast,2016-03-01,21859
Kostroma Oblast,2016-04-01,22814.1
Kostroma Oblast,2016-05-01,22945.9
Kostroma Oblast,2016-06-01,22869.7
Kostroma Oblast,2016-07-01,23138.6
Kostroma Oblast,2016-08-01,22911.5
Kostroma Oblast,2016-09-01,22565.200000000001
Kostroma Oblast,2016-10-01,22740.1
Kostroma Oblast,2016-11-01,23015.599999999999
Kostroma Oblast,2016-12-01,28269
Kostroma Oblast,2017-01-01,22282.389076405732
Kostroma Oblast,2017-02-01,22178.727732140105
Kostroma Oblast,2017-03-01,22957.767426845974
Kostroma Oblast,2017-04-01,24457.833032651626
Kostroma Oblast,2017-05-01,23730.388995209778
Kostroma Oblast,2017-06-01,24431.315581313331
Kostroma Oblast,2017-07-01,24229.868218267013
Kostroma Oblast,2017-08-01,23866.342433678161
Kostroma Oblast,2017-09-01,23644.024656251291
Kostroma Oblast,2017-10-01,24350.20910181876
Kostroma Oblast,2017-11-01,24673.361288013322
Kostroma Oblast,2017-12-01,30532.847829076167
Kostroma Oblast,2018-01-01,25459.304564483289
Kostroma Oblast,2018-02-01,26822.764733567372
Kostroma Oblast,2018-03-01,26242.13604043108
Kostroma Oblast,2018-04-01,27322.728961921192
Kostroma Oblast,2018-05-01,26768.706360040556
Kostroma Oblast,2018-06-01,29792.350601922808
Kostroma Oblast,2018-07-01,27815.879869322296
Kostroma Oblast,2018-08-01,27077.423138556103
Kostroma Oblast,2018-09-01,27399.000197920926
Kostroma Oblast,2018-10-01,26730.980636534485
Kostroma Oblast,2018-11-01,27947.556128341905
Kostroma Oblast,2018-12-01,33880.267253642036
Kostroma Oblast,2019-01-01,28482.799999999999
Kostroma Oblast,2019-02-01,26415.4
Kostroma Oblast,2019-03-01,32675.200000000001
Kostroma Oblast,2019-04-01,33489.1
Kostroma Oblast,2019-05-01,30133.8
Kostroma Oblast,2019-06-01,32220.3
Kostroma Oblast,2019-07-01,28526.6
Kostroma Oblast,2019-08-01,27968
Kostroma Oblast,2019-09-01,29708.799999999999
Kostroma Oblast,2019-10-01,29926.5
Kostroma Oblast,2019-11-01,30395.4
Kostroma Oblast,2019-12-01,37850.5
Kostroma Oblast,2020-01-01,29871
Kostroma Oblast,2020-02-01,29882.2
Kostroma Oblast,2020-03-01,32049
Kostroma Oblast,2020-04-01,28995
Kostroma Oblast,2020-05-01,30785.7
Kostroma Oblast,2020-06-01,31461.200000000001
Kostroma Oblast,2020-07-01,31760.799999999999
Kostroma Oblast,2020-08-01,30178.799999999999
Kostroma Oblast,2020-09-01,31313.599999999999
Kostroma Oblast,2020-10-01,31959.3
Kostroma Oblast,2020-11-01,31008.2
Kostroma Oblast,2020-12-01,43625.1
Kostroma Oblast,2021-01-01,30871.4
Kostroma Oblast,2021-02-01,31808.7
Kostroma Oblast,2021-03-01,33672.1
Kostroma Oblast,2021-04-01,34403.599999999999
Kostroma Oblast,2021-05-01,34991.1
Kostroma Oblast,2021-06-01,37557.4
Kostroma Oblast,2021-07-01,33911.5
Kostroma Oblast,2021-08-01,33748.5
Kostroma Oblast,2021-09-01,35874.9
Kostroma Oblast,2021-10-01,34053.9
Kostroma Oblast,2021-11-01,35388.1
Kostroma Oblast,2021-12-01,43585.9
Kostroma Oblast,2022-01-01,33951.9
Kostroma Oblast,2022-02-01,34660.400000000001
Kostroma Oblast,2022-03-01,39510.800000000003
Kostroma Oblast,2022-04-01,39353.4
Kostroma Oblast,2022-05-01,38882.9
Kostroma Oblast,2022-06-01,41776.5
Kostroma Oblast,2022-07-01,38908.9
Kostroma Oblast,2022-08-01,37616
Kostroma Oblast,2022-09-01,37702.1
Kostroma Oblast,2022-10-01,39511
Kostroma Oblast,2022-11-01,40284.800000000003
Kostroma Oblast,2022-12-01,51550.6
Kostroma Oblast,2023-01-01,39412.1
Kostroma Oblast,2023-02-01,40177.9
Kostroma Oblast,2023-03-01,43457.5
Kostroma Oblast,2023-04-01,44334.1
Kostroma Oblast,2023-05-01,44248.9
Kostroma Oblast,2023-06-01,48506.2
Kostroma Oblast,2023-07-01,44241.4
Kostroma Oblast,2023-08-01,43504.4
Kostroma Oblast,2023-09-01,43986.3
Kostroma Oblast,2023-10-01,46732.9
Kostroma Oblast,2023-11-01,46115.7
Kostroma Oblast,2023-12-01,63286.1
Kostroma Oblast,2024-01-01,47488.5
Kostroma Oblast,2024-02-01,48271.9
Kostroma Oblast,2024-03-01,53154.1
Kostroma Oblast,2024-04-01,54150.1
Kostroma Oblast,2024-05-01,54324.4
Kostroma Oblast,2024-06-01,59192.3
Kostroma Oblast,2024-07-01,54161.5
Kostroma Oblast,2024-08-01,53037.3
Kostroma Oblast,2024-09-01,56419.5
Kostroma Oblast,2024-10-01,56923.1
Kostroma Oblast,2024-11-01,55358.8
Kostroma Oblast,2024-12-01,NA
Kursk Oblast,2013-01-01,18591.900000000001
Kursk Oblast,2013-02-01,18172.900000000001
Kursk Oblast,2013-03-01,19439.599999999999
Kursk Oblast,2013-04-01,20783
Kursk Oblast,2013-05-01,20555.400000000001
Kursk Oblast,2013-06-01,20781
Kursk Oblast,2013-07-01,22143.4
Kursk Oblast,2013-08-01,21248.2
Kursk Oblast,2013-09-01,20660.5
Kursk Oblast,2013-10-01,21558.7
Kursk Oblast,2013-11-01,21710
Kursk Oblast,2013-12-01,27544.400000000001
Kursk Oblast,2014-01-01,20866
Kursk Oblast,2014-02-01,20434.2
Kursk Oblast,2014-03-01,21569.9
Kursk Oblast,2014-04-01,23112.3
Kursk Oblast,2014-05-01,23327.1
Kursk Oblast,2014-06-01,23419.599999999999
Kursk Oblast,2014-07-01,24077.5
Kursk Oblast,2014-08-01,23038.9
Kursk Oblast,2014-09-01,22762.5
Kursk Oblast,2014-10-01,23260.400000000001
Kursk Oblast,2014-11-01,22878.5
Kursk Oblast,2014-12-01,29183
Kursk Oblast,2015-01-01,21820.400000000001
Kursk Oblast,2015-02-01,22154.3
Kursk Oblast,2015-03-01,22646.1
Kursk Oblast,2015-04-01,23497.3
Kursk Oblast,2015-05-01,23630.2
Kursk Oblast,2015-06-01,24107.3
Kursk Oblast,2015-07-01,24250.2
Kursk Oblast,2015-08-01,23560.7
Kursk Oblast,2015-09-01,23436.3
Kursk Oblast,2015-10-01,23882.400000000001
Kursk Oblast,2015-11-01,23450.400000000001
Kursk Oblast,2015-12-01,29823.200000000001
Kursk Oblast,2016-01-01,22555.8
Kursk Oblast,2016-02-01,23340.6
Kursk Oblast,2016-03-01,23724.2
Kursk Oblast,2016-04-01,25442.400000000001
Kursk Oblast,2016-05-01,24924.400000000001
Kursk Oblast,2016-06-01,25868.3
Kursk Oblast,2016-07-01,25889.1
Kursk Oblast,2016-08-01,25117
Kursk Oblast,2016-09-01,25075.7
Kursk Oblast,2016-10-01,25050.6
Kursk Oblast,2016-11-01,25083.7
Kursk Oblast,2016-12-01,31641.4
Kursk Oblast,2017-01-01,24477.674587619418
Kursk Oblast,2017-02-01,24765.400909557629
Kursk Oblast,2017-03-01,25375.258490515989
Kursk Oblast,2017-04-01,27293.177738417216
Kursk Oblast,2017-05-01,27125.553835959428
Kursk Oblast,2017-06-01,28468.239034725535
Kursk Oblast,2017-07-01,26537.934216591268
Kursk Oblast,2017-08-01,26307.502827736065
Kursk Oblast,2017-09-01,27050.648666277299
Kursk Oblast,2017-10-01,27333.082553003849
Kursk Oblast,2017-11-01,27556.171455485113
Kursk Oblast,2017-12-01,34473.98619524017
Kursk Oblast,2018-01-01,27684.08314248667
Kursk Oblast,2018-02-01,28227.921813469085
Kursk Oblast,2018-03-01,28001.895475360681
Kursk Oblast,2018-04-01,29871.287367240056
Kursk Oblast,2018-05-01,30324.167558397654
Kursk Oblast,2018-06-01,31594.540492275897
Kursk Oblast,2018-07-01,28767.183912791577
Kursk Oblast,2018-08-01,29123.735741269298
Kursk Oblast,2018-09-01,28913.121915546908
Kursk Oblast,2018-10-01,30029.782495039184
Kursk Oblast,2018-11-01,30124.804668312041
Kursk Oblast,2018-12-01,36427.524728465316
Kursk Oblast,2019-01-01,30360.799999999999
Kursk Oblast,2019-02-01,29600.1
Kursk Oblast,2019-03-01,30118.7
Kursk Oblast,2019-04-01,32575.1
Kursk Oblast,2019-05-01,32089
Kursk Oblast,2019-06-01,33601.199999999997
Kursk Oblast,2019-07-01,31706.6
Kursk Oblast,2019-08-01,32235.8
Kursk Oblast,2019-09-01,32492
Kursk Oblast,2019-10-01,33048
Kursk Oblast,2019-11-01,32831.300000000003
Kursk Oblast,2019-12-01,41056.800000000003
Kursk Oblast,2020-01-01,34384.300000000003
Kursk Oblast,2020-02-01,32265.599999999999
Kursk Oblast,2020-03-01,33112.1
Kursk Oblast,2020-04-01,34132.5
Kursk Oblast,2020-05-01,36236.800000000003
Kursk Oblast,2020-06-01,36662.1
Kursk Oblast,2020-07-01,36085.199999999997
Kursk Oblast,2020-08-01,34353.699999999997
Kursk Oblast,2020-09-01,35290.300000000003
Kursk Oblast,2020-10-01,36513
Kursk Oblast,2020-11-01,35113.699999999997
Kursk Oblast,2020-12-01,46617
Kursk Oblast,2021-01-01,35668.9
Kursk Oblast,2021-02-01,34839.800000000003
Kursk Oblast,2021-03-01,36594.199999999997
Kursk Oblast,2021-04-01,40161
Kursk Oblast,2021-05-01,40111.4
Kursk Oblast,2021-06-01,42549.599999999999
Kursk Oblast,2021-07-01,39067
Kursk Oblast,2021-08-01,38102.6
Kursk Oblast,2021-09-01,39463
Kursk Oblast,2021-10-01,40356.800000000003
Kursk Oblast,2021-11-01,40713.4
Kursk Oblast,2021-12-01,54848.800000000003
Kursk Oblast,2022-01-01,39909.199999999997
Kursk Oblast,2022-02-01,38697.9
Kursk Oblast,2022-03-01,43668.1
Kursk Oblast,2022-04-01,44574.1
Kursk Oblast,2022-05-01,45417.3
Kursk Oblast,2022-06-01,48599.9
Kursk Oblast,2022-07-01,43543.9
Kursk Oblast,2022-08-01,44339.1
Kursk Oblast,2022-09-01,44924.7
Kursk Oblast,2022-10-01,46576
Kursk Oblast,2022-11-01,46793.7
Kursk Oblast,2022-12-01,64068.1
Kursk Oblast,2023-01-01,46509.5
Kursk Oblast,2023-02-01,45936.4
Kursk Oblast,2023-03-01,48876.9
Kursk Oblast,2023-04-01,50939.5
Kursk Oblast,2023-05-01,52640.2
Kursk Oblast,2023-06-01,55227.6
Kursk Oblast,2023-07-01,50335.4
Kursk Oblast,2023-08-01,50489
Kursk Oblast,2023-09-01,52264.6
Kursk Oblast,2023-10-01,53746.400000000001
Kursk Oblast,2023-11-01,54032.1
Kursk Oblast,2023-12-01,74846.8
Kursk Oblast,2024-01-01,57195.9
Kursk Oblast,2024-02-01,55540.9
Kursk Oblast,2024-03-01,59249.599999999999
Kursk Oblast,2024-04-01,61543.5
Kursk Oblast,2024-05-01,62944.7
Kursk Oblast,2024-06-01,65578.100000000006
Kursk Oblast,2024-07-01,61574
Kursk Oblast,2024-08-01,60950.2
Kursk Oblast,2024-09-01,66442.600000000006
Kursk Oblast,2024-10-01,65107.9
Kursk Oblast,2024-11-01,65545.399999999994
Kursk Oblast,2024-12-01,NA
Lipetsk Oblast,2013-01-01,19530.5
Lipetsk Oblast,2013-02-01,18843
Lipetsk Oblast,2013-03-01,19935.7
Lipetsk Oblast,2013-04-01,21435.5
Lipetsk Oblast,2013-05-01,20989.200000000001
Lipetsk Oblast,2013-06-01,21837.7
Lipetsk Oblast,2013-07-01,22557.599999999999
Lipetsk Oblast,2013-08-01,20811.900000000001
Lipetsk Oblast,2013-09-01,20845.099999999999
Lipetsk Oblast,2013-10-01,22815.9
Lipetsk Oblast,2013-11-01,21226.7
Lipetsk Oblast,2013-12-01,28692
Lipetsk Oblast,2014-01-01,20997.200000000001
Lipetsk Oblast,2014-02-01,20174.900000000001
Lipetsk Oblast,2014-03-01,22014.3
Lipetsk Oblast,2014-04-01,23272.400000000001
Lipetsk Oblast,2014-05-01,23355
Lipetsk Oblast,2014-06-01,23836.3
Lipetsk Oblast,2014-07-01,24751.7
Lipetsk Oblast,2014-08-01,22422.7
Lipetsk Oblast,2014-09-01,22694.400000000001
Lipetsk Oblast,2014-10-01,24622.5
Lipetsk Oblast,2014-11-01,22821.1
Lipetsk Oblast,2014-12-01,30869.7
Lipetsk Oblast,2015-01-01,21935.8
Lipetsk Oblast,2015-02-01,21679.8
Lipetsk Oblast,2015-03-01,23191.599999999999
Lipetsk Oblast,2015-04-01,24878.7
Lipetsk Oblast,2015-05-01,24054.400000000001
Lipetsk Oblast,2015-06-01,24793.8
Lipetsk Oblast,2015-07-01,25693.5
Lipetsk Oblast,2015-08-01,23388
Lipetsk Oblast,2015-09-01,23383.7
Lipetsk Oblast,2015-10-01,25611.7
Lipetsk Oblast,2015-11-01,23419.7
Lipetsk Oblast,2015-12-01,32201.599999999999
Lipetsk Oblast,2016-01-01,22976
Lipetsk Oblast,2016-02-01,23101.4
Lipetsk Oblast,2016-03-01,24043.3
Lipetsk Oblast,2016-04-01,26932.7
Lipetsk Oblast,2016-05-01,25549.5
Lipetsk Oblast,2016-06-01,26658.9
Lipetsk Oblast,2016-07-01,26606
Lipetsk Oblast,2016-08-01,25260.3
Lipetsk Oblast,2016-09-01,24892.6
Lipetsk Oblast,2016-10-01,27076.1
Lipetsk Oblast,2016-11-01,25222.1
Lipetsk Oblast,2016-12-01,34459
Lipetsk Oblast,2017-01-01,25657.925812219877
Lipetsk Oblast,2017-02-01,25187.689797113759
Lipetsk Oblast,2017-03-01,27004.737008255004
Lipetsk Oblast,2017-04-01,28908.472056922143
Lipetsk Oblast,2017-05-01,28153.052455166726
Lipetsk Oblast,2017-06-01,29029.09147414715
Lipetsk Oblast,2017-07-01,28908.188319810484
Lipetsk Oblast,2017-08-01,27224.656931975325
Lipetsk Oblast,2017-09-01,27674.122635126769
Lipetsk Oblast,2017-10-01,29434.152860540991
Lipetsk Oblast,2017-11-01,27885.692295681863
Lipetsk Oblast,2017-12-01,36601.118207814769
Lipetsk Oblast,2018-01-01,28965.758718610999
Lipetsk Oblast,2018-02-01,28933.24663796146
Lipetsk Oblast,2018-03-01,30475.023755243623
Lipetsk Oblast,2018-04-01,32653.857082805895
Lipetsk Oblast,2018-05-01,31286.296667162464
Lipetsk Oblast,2018-06-01,32512.49372050845
Lipetsk Oblast,2018-07-01,32574.382134324078
Lipetsk Oblast,2018-08-01,31107.341679992802
Lipetsk Oblast,2018-09-01,30128.640748804759
Lipetsk Oblast,2018-10-01,32514.516321289804
Lipetsk Oblast,2018-11-01,30775.073458083472
Lipetsk Oblast,2018-12-01,39991.070784357515
Lipetsk Oblast,2019-01-01,31009.1
Lipetsk Oblast,2019-02-01,30458
Lipetsk Oblast,2019-03-01,37517.4
Lipetsk Oblast,2019-04-01,35131.800000000003
Lipetsk Oblast,2019-05-01,33528.199999999997
Lipetsk Oblast,2019-06-01,34778.6
Lipetsk Oblast,2019-07-01,35393.5
Lipetsk Oblast,2019-08-01,33757.5
Lipetsk Oblast,2019-09-01,33673.699999999997
Lipetsk Oblast,2019-10-01,34133.1
Lipetsk Oblast,2019-11-01,33478.199999999997
Lipetsk Oblast,2019-12-01,44031
Lipetsk Oblast,2020-01-01,34401
Lipetsk Oblast,2020-02-01,33688.300000000003
Lipetsk Oblast,2020-03-01,37486
Lipetsk Oblast,2020-04-01,34953.199999999997
Lipetsk Oblast,2020-05-01,36304.800000000003
Lipetsk Oblast,2020-06-01,35954.400000000001
Lipetsk Oblast,2020-07-01,36658.199999999997
Lipetsk Oblast,2020-08-01,35512.5
Lipetsk Oblast,2020-09-01,35243.300000000003
Lipetsk Oblast,2020-10-01,35509.199999999997
Lipetsk Oblast,2020-11-01,38052.9
Lipetsk Oblast,2020-12-01,47753.8
Lipetsk Oblast,2021-01-01,36126.199999999997
Lipetsk Oblast,2021-02-01,35372.199999999997
Lipetsk Oblast,2021-03-01,41276.699999999997
Lipetsk Oblast,2021-04-01,39372.9
Lipetsk Oblast,2021-05-01,39913.800000000003
Lipetsk Oblast,2021-06-01,41755.699999999997
Lipetsk Oblast,2021-07-01,39683.9
Lipetsk Oblast,2021-08-01,38699.4
Lipetsk Oblast,2021-09-01,39028.6
Lipetsk Oblast,2021-10-01,39204.800000000003
Lipetsk Oblast,2021-11-01,39807.9
Lipetsk Oblast,2021-12-01,51973.4
Lipetsk Oblast,2022-01-01,40334.400000000001
Lipetsk Oblast,2022-02-01,41205.300000000003
Lipetsk Oblast,2022-03-01,55125.9
Lipetsk Oblast,2022-04-01,43467.4
Lipetsk Oblast,2022-05-01,44151.6
Lipetsk Oblast,2022-06-01,47246.5
Lipetsk Oblast,2022-07-01,44357.1
Lipetsk Oblast,2022-08-01,44313.9
Lipetsk Oblast,2022-09-01,43367.7
Lipetsk Oblast,2022-10-01,45007
Lipetsk Oblast,2022-11-01,44814.8
Lipetsk Oblast,2022-12-01,60725.5
Lipetsk Oblast,2023-01-01,45933.9
Lipetsk Oblast,2023-02-01,45232.2
Lipetsk Oblast,2023-03-01,53348.5
Lipetsk Oblast,2023-04-01,49426.400000000001
Lipetsk Oblast,2023-05-01,51705.7
Lipetsk Oblast,2023-06-01,53722.8
Lipetsk Oblast,2023-07-01,51358.7
Lipetsk Oblast,2023-08-01,51058
Lipetsk Oblast,2023-09-01,50941.9
Lipetsk Oblast,2023-10-01,53422.8
Lipetsk Oblast,2023-11-01,53066.5
Lipetsk Oblast,2023-12-01,72031.5
Lipetsk Oblast,2024-01-01,56201.8
Lipetsk Oblast,2024-02-01,57407.4
Lipetsk Oblast,2024-03-01,66735.8
Lipetsk Oblast,2024-04-01,61669.3
Lipetsk Oblast,2024-05-01,63880.800000000003
Lipetsk Oblast,2024-06-01,66670.8
Lipetsk Oblast,2024-07-01,67985.399999999994
Lipetsk Oblast,2024-08-01,64308.800000000003
Lipetsk Oblast,2024-09-01,64628.3
Lipetsk Oblast,2024-10-01,67166.600000000006
Lipetsk Oblast,2024-11-01,66996
Lipetsk Oblast,2024-12-01,NA
Moscow Oblast,2013-01-01,32604.799999999999
Moscow Oblast,2013-02-01,32319.9
Moscow Oblast,2013-03-01,34035.199999999997
Moscow Oblast,2013-04-01,34562
Moscow Oblast,2013-05-01,35004
Moscow Oblast,2013-06-01,36740.1
Moscow Oblast,2013-07-01,35778
Moscow Oblast,2013-08-01,34751.199999999997
Moscow Oblast,2013-09-01,35758.800000000003
Moscow Oblast,2013-10-01,36403.1
Moscow Oblast,2013-11-01,36494.199999999997
Moscow Oblast,2013-12-01,46877.5
Moscow Oblast,2014-01-01,35674.1
Moscow Oblast,2014-02-01,35205.800000000003
Moscow Oblast,2014-03-01,37407
Moscow Oblast,2014-04-01,38663.699999999997
Moscow Oblast,2014-05-01,38547.800000000003
Moscow Oblast,2014-06-01,40265.199999999997
Moscow Oblast,2014-07-01,38916
Moscow Oblast,2014-08-01,37413.699999999997
Moscow Oblast,2014-09-01,38480.300000000003
Moscow Oblast,2014-10-01,39120.300000000003
Moscow Oblast,2014-11-01,39423.1
Moscow Oblast,2014-12-01,49489.9
Moscow Oblast,2015-01-01,38016.5
Moscow Oblast,2015-02-01,37331.300000000003
Moscow Oblast,2015-03-01,39083.5
Moscow Oblast,2015-04-01,40030.1
Moscow Oblast,2015-05-01,39956.300000000003
Moscow Oblast,2015-06-01,41721.9
Moscow Oblast,2015-07-01,39880.400000000001
Moscow Oblast,2015-08-01,38482.9
Moscow Oblast,2015-09-01,39699
Moscow Oblast,2015-10-01,40315.199999999997
Moscow Oblast,2015-11-01,40169.4
Moscow Oblast,2015-12-01,50023.199999999997
Moscow Oblast,2016-01-01,39593
Moscow Oblast,2016-02-01,39916.400000000001
Moscow Oblast,2016-03-01,42052.9
Moscow Oblast,2016-04-01,42433.599999999999
Moscow Oblast,2016-05-01,43118.7
Moscow Oblast,2016-06-01,46032.9
Moscow Oblast,2016-07-01,42168.6
Moscow Oblast,2016-08-01,41416.699999999997
Moscow Oblast,2016-09-01,43658.5
Moscow Oblast,2016-10-01,43275
Moscow Oblast,2016-11-01,43693.7
Moscow Oblast,2016-12-01,54239.3
Moscow Oblast,2017-01-01,42751.043820696861
Moscow Oblast,2017-02-01,42349.675090151672
Moscow Oblast,2017-03-01,45688.43128444031
Moscow Oblast,2017-04-01,45133.473487625757
Moscow Oblast,2017-05-01,46479.453987895853
Moscow Oblast,2017-06-01,50606.024815844874
Moscow Oblast,2017-07-01,44975.922810672237
Moscow Oblast,2017-08-01,44033.739364583002
Moscow Oblast,2017-09-01,45654.841883490524
Moscow Oblast,2017-10-01,46271.227643320264
Moscow Oblast,2017-11-01,47005.194997058068
Moscow Oblast,2017-12-01,58944.183079432871
Moscow Oblast,2018-01-01,46409.502635468765
Moscow Oblast,2018-02-01,46669.07222805707
Moscow Oblast,2018-03-01,50117.245635381827
Moscow Oblast,2018-04-01,49692.442215998279
Moscow Oblast,2018-05-01,50614.38994997806
Moscow Oblast,2018-06-01,53862.260486149731
Moscow Oblast,2018-07-01,48953.244026955632
Moscow Oblast,2018-08-01,47837.227666054503
Moscow Oblast,2018-09-01,49900.470921754626
Moscow Oblast,2018-10-01,50564.980639365654
Moscow Oblast,2018-11-01,50134.698817809789
Moscow Oblast,2018-12-01,63911.998366023188
Moscow Oblast,2019-01-01,51067.7
Moscow Oblast,2019-02-01,50611.6
Moscow Oblast,2019-03-01,54442.1
Moscow Oblast,2019-04-01,55096.800000000003
Moscow Oblast,2019-05-01,55196.7
Moscow Oblast,2019-06-01,58317.4
Moscow Oblast,2019-07-01,54098.5
Moscow Oblast,2019-08-01,52151.1
Moscow Oblast,2019-09-01,53804.2
Moscow Oblast,2019-10-01,54939.5
Moscow Oblast,2019-11-01,54006.2
Moscow Oblast,2019-12-01,68969.600000000006
Moscow Oblast,2020-01-01,55236.4
Moscow Oblast,2020-02-01,54124.1
Moscow Oblast,2020-03-01,57915.1
Moscow Oblast,2020-04-01,52093.9
Moscow Oblast,2020-05-01,55754.6
Moscow Oblast,2020-06-01,57043.7
Moscow Oblast,2020-07-01,56200.2
Moscow Oblast,2020-08-01,53724.3
Moscow Oblast,2020-09-01,55039.199999999997
Moscow Oblast,2020-10-01,57519
Moscow Oblast,2020-11-01,55641.4
Moscow Oblast,2020-12-01,74968.899999999994
Moscow Oblast,2021-01-01,56969.3
Moscow Oblast,2021-02-01,56126.5
Moscow Oblast,2021-03-01,60929.3
Moscow Oblast,2021-04-01,62273.7
Moscow Oblast,2021-05-01,62918
Moscow Oblast,2021-06-01,65598.399999999994
Moscow Oblast,2021-07-01,62125.2
Moscow Oblast,2021-08-01,59594.3
Moscow Oblast,2021-09-01,62832.2
Moscow Oblast,2021-10-01,63859.6
Moscow Oblast,2021-11-01,64624
Moscow Oblast,2021-12-01,83116.600000000006
Moscow Oblast,2022-01-01,64417.5
Moscow Oblast,2022-02-01,63134
Moscow Oblast,2022-03-01,72090.2
Moscow Oblast,2022-04-01,68359.100000000006
Moscow Oblast,2022-05-01,67118.5
Moscow Oblast,2022-06-01,72750.3
Moscow Oblast,2022-07-01,67525.600000000006
Moscow Oblast,2022-08-01,65718.2
Moscow Oblast,2022-09-01,68411.199999999997
Moscow Oblast,2022-10-01,69878
Moscow Oblast,2022-11-01,70273.5
Moscow Oblast,2022-12-01,92464.7
Moscow Oblast,2023-01-01,72774.5
Moscow Oblast,2023-02-01,72336.7
Moscow Oblast,2023-03-01,78263.100000000006
Moscow Oblast,2023-04-01,78723.100000000006
Moscow Oblast,2023-05-01,79272
Moscow Oblast,2023-06-01,84953.7
Moscow Oblast,2023-07-01,79930.7
Moscow Oblast,2023-08-01,78617.2
Moscow Oblast,2023-09-01,82496.3
Moscow Oblast,2023-10-01,85938.8
Moscow Oblast,2023-11-01,86102.9
Moscow Oblast,2023-12-01,110081.60000000001
Moscow Oblast,2024-01-01,88323.6
Moscow Oblast,2024-02-01,87368.4
Moscow Oblast,2024-03-01,94983.4
Moscow Oblast,2024-04-01,93479.5
Moscow Oblast,2024-05-01,94891.199999999997
Moscow Oblast,2024-06-01,99933.8
Moscow Oblast,2024-07-01,95690.8
Moscow Oblast,2024-08-01,94022.1
Moscow Oblast,2024-09-01,96446.3
Moscow Oblast,2024-10-01,101062.7
Moscow Oblast,2024-11-01,101152.2
Moscow Oblast,2024-12-01,NA
Oryol Oblast,2013-01-01,16865.900000000001
Oryol Oblast,2013-02-01,16728.400000000001
Oryol Oblast,2013-03-01,18041.599999999999
Oryol Oblast,2013-04-01,18450.099999999999
Oryol Oblast,2013-05-01,19186
Oryol Oblast,2013-06-01,19846.2
Oryol Oblast,2013-07-01,19400.400000000001
Oryol Oblast,2013-08-01,19534.5
Oryol Oblast,2013-09-01,18643.8
Oryol Oblast,2013-10-01,19626.5
Oryol Oblast,2013-11-01,19126.599999999999
Oryol Oblast,2013-12-01,24574.5
Oryol Oblast,2014-01-01,19023.7
Oryol Oblast,2014-02-01,18778.900000000001
Oryol Oblast,2014-03-01,19468.3
Oryol Oblast,2014-04-01,20192.5
Oryol Oblast,2014-05-01,20919.5
Oryol Oblast,2014-06-01,21996.6
Oryol Oblast,2014-07-01,20909.599999999999
Oryol Oblast,2014-08-01,20011.900000000001
Oryol Oblast,2014-09-01,20110.3
Oryol Oblast,2014-10-01,20509.3
Oryol Oblast,2014-11-01,20530
Oryol Oblast,2014-12-01,27195.5
Oryol Oblast,2015-01-01,19584.400000000001
Oryol Oblast,2015-02-01,20001.900000000001
Oryol Oblast,2015-03-01,20796.3
Oryol Oblast,2015-04-01,20743.2
Oryol Oblast,2015-05-01,22065.599999999999
Oryol Oblast,2015-06-01,23240.2
Oryol Oblast,2015-07-01,21412.1
Oryol Oblast,2015-08-01,21236.799999999999
Oryol Oblast,2015-09-01,21292.400000000001
Oryol Oblast,2015-10-01,21457.8
Oryol Oblast,2015-11-01,21273.4
Oryol Oblast,2015-12-01,26824.5
Oryol Oblast,2016-01-01,20270.400000000001
Oryol Oblast,2016-02-01,20696.3
Oryol Oblast,2016-03-01,21645.4
Oryol Oblast,2016-04-01,21894.1
Oryol Oblast,2016-05-01,23308.6
Oryol Oblast,2016-06-01,25059.200000000001
Oryol Oblast,2016-07-01,22245.3
Oryol Oblast,2016-08-01,22571.7
Oryol Oblast,2016-09-01,22681.599999999999
Oryol Oblast,2016-10-01,22703.8
Oryol Oblast,2016-11-01,23280.400000000001
Oryol Oblast,2016-12-01,28688.1
Oryol Oblast,2017-01-01,22171.94735179171
Oryol Oblast,2017-02-01,22298.205104834411
Oryol Oblast,2017-03-01,23824.827958942511
Oryol Oblast,2017-04-01,24004.330440075548
Oryol Oblast,2017-05-01,25011.61569673026
Oryol Oblast,2017-06-01,26716.205349970034
Oryol Oblast,2017-07-01,23780.8994973466
